INFO:root:Time start : 2016-05-15-22:07:10
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 60000
INFO:root:look back term = 50
INFO:root:hidden_size = 300
INFO:root:activation function = relu
INFO:root:learning rate = 0.1
INFO:root:training period = 100
INFO:root:accumulate return : -0.681
INFO:root:accumulate return : -0.734
INFO:root:accumulate return : -0.461
INFO:root:accumulate return : -0.923
INFO:root:accumulate return : -0.865
INFO:root:accumulate return : -1.161
INFO:root:accumulate return : -0.221
INFO:root:accumulate return : -1.478
INFO:root:accumulate return : -0.284
INFO:root:accumulate return : -0.375
INFO:root:accumulate return : -0.718
INFO:root:accumulate return : -1.621
INFO:root:accumulate return : -0.548
INFO:root:accumulate return : -0.671
INFO:root:accumulate return : -1.385
INFO:root:accumulate return : -0.451
INFO:root:accumulate return : -0.386
INFO:root:accumulate return : -0.28
INFO:root:accumulate return : -0.653
INFO:root:accumulate return : -0.338
INFO:root:accumulate return : -0.337
INFO:root:accumulate return : -0.147
INFO:root:accumulate return : -0.682
INFO:root:accumulate return : -0.414
INFO:root:accumulate return : -0.153
INFO:root:accumulate return : -0.258
INFO:root:accumulate return : -0.685
INFO:root:accumulate return : -0.105
INFO:root:accumulate return : -0.752
INFO:root:accumulate return : 0.026
INFO:root:accumulate return : -0.225
INFO:root:accumulate return : -0.251
INFO:root:accumulate return : -0.211
INFO:root:accumulate return : -0.104
INFO:root:accumulate return : 0.039
INFO:root:accumulate return : -0.862
INFO:root:accumulate return : -0.425
INFO:root:accumulate return : -1.012
INFO:root:accumulate return : -0.02
INFO:root:accumulate return : -0.548
INFO:root:accumulate return : 0.067
INFO:root:accumulate return : -0.294
INFO:root:accumulate return : -0.579
INFO:root:accumulate return : -0.609
INFO:root:accumulate return : -0.462
INFO:root:accumulate return : 0.805
INFO:root:accumulate return : 0.086
INFO:root:accumulate return : -0.247
INFO:root:accumulate return : 1.562
INFO:root:accumulate return : 0.455
INFO:root:accumulate return : -0.056
INFO:root:accumulate return : -0.116
INFO:root:accumulate return : -0.296
INFO:root:accumulate return : -0.83
INFO:root:accumulate return : -0.298
INFO:root:accumulate return : -0.814
INFO:root:accumulate return : -0.495
INFO:root:accumulate return : -0.35
INFO:root:accumulate return : -0.659
INFO:root:accumulate return : -1.238
INFO:root:accumulate return : -0.595
INFO:root:accumulate return : -0.05
INFO:root:accumulate return : -0.199
INFO:root:accumulate return : -0.171
INFO:root:accumulate return : -1.84
INFO:root:accumulate return : -0.115
INFO:root:accumulate return : -0.351
INFO:root:accumulate return : -0.114
INFO:root:accumulate return : -0.918
INFO:root:accumulate return : -1.384
INFO:root:accumulate return : -0.397
INFO:root:accumulate return : -0.439
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : -1.571
INFO:root:accumulate return : 0.687
INFO:root:accumulate return : -0.206
INFO:root:accumulate return : -0.488
INFO:root:accumulate return : -1.513
INFO:root:accumulate return : -0.564
INFO:root:accumulate return : -0.754
INFO:root:accumulate return : -0.225
INFO:root:accumulate return : -0.822
INFO:root:accumulate return : -0.738
INFO:root:accumulate return : -0.051
INFO:root:accumulate return : -1.552
INFO:root:accumulate return : -1.027
INFO:root:accumulate return : -0.878
INFO:root:accumulate return : -0.876
INFO:root:accumulate return : -0.273
INFO:root:accumulate return : -0.114
INFO:root:accumulate return : 0.344
INFO:root:accumulate return : -1.389
INFO:root:accumulate return : -0.807
INFO:root:accumulate return : -0.104
INFO:root:accumulate return : -0.058
INFO:root:accumulate return : -0.534
INFO:root:accumulate return : -0.102
INFO:root:accumulate return : -0.59
INFO:root:accumulate return : -0.341
INFO:root:accumulate return : -0.576
INFO:root:accumulate return : -0.288
INFO:root:accumulate return : -1.429
INFO:root:accumulate return : -0.63
INFO:root:accumulate return : -0.114
INFO:root:accumulate return : -0.333
INFO:root:accumulate return : -0.522
INFO:root:accumulate return : -0.447
INFO:root:accumulate return : -0.791
INFO:root:accumulate return : -0.141
INFO:root:accumulate return : 0.24
INFO:root:accumulate return : -0.453
INFO:root:accumulate return : -0.399
INFO:root:accumulate return : -0.664
