INFO:root:Time start : 2016-05-15-16:06:04
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 60000
INFO:root:look back term = 100
INFO:root:hidden_size = 300
INFO:root:activation function = relu
INFO:root:learning rate = 0.1
INFO:root:training period = 100
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0
