INFO:root:Time start : 2016-05-15-23:49:48
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 60000
INFO:root:look back term = 50
INFO:root:hidden_size = 300
INFO:root:activation function = tanh
INFO:root:learning rate = 1
INFO:root:training period = 100
INFO:root:accumulate return : -0.01101
INFO:root:accumulate return : -0.00426
INFO:root:accumulate return : -0.01085
INFO:root:accumulate return : -0.00188
INFO:root:accumulate return : -0.00427
INFO:root:accumulate return : -0.00241
INFO:root:accumulate return : -0.00789
INFO:root:accumulate return : -0.00355
INFO:root:accumulate return : -0.02301
INFO:root:accumulate return : -0.00152
INFO:root:accumulate return : -0.00383
INFO:root:accumulate return : -0.02913
INFO:root:accumulate return : -0.00318
INFO:root:accumulate return : -0.00823
INFO:root:accumulate return : -0.01386
INFO:root:accumulate return : -0.00606
INFO:root:accumulate return : 0.00244
INFO:root:accumulate return : -0.00264
INFO:root:accumulate return : 4e-05
INFO:root:accumulate return : -0.00096
INFO:root:accumulate return : -0.01109
INFO:root:accumulate return : -0.0019
INFO:root:accumulate return : -0.00108
INFO:root:accumulate return : -0.00666
INFO:root:accumulate return : -0.00628
INFO:root:accumulate return : -0.00496
INFO:root:accumulate return : -0.00716
INFO:root:accumulate return : -0.0072
INFO:root:accumulate return : -0.00698
INFO:root:accumulate return : -0.00252
INFO:root:accumulate return : -0.00781
INFO:root:accumulate return : -0.00255
INFO:root:accumulate return : -0.00608
INFO:root:accumulate return : -0.03453
INFO:root:accumulate return : -2.00000000001e-05
INFO:root:accumulate return : -0.00452
INFO:root:accumulate return : -0.00112
INFO:root:accumulate return : -0.01121
INFO:root:accumulate return : -0.00369
INFO:root:accumulate return : -0.01931
INFO:root:accumulate return : -0.00646
INFO:root:accumulate return : -0.01087
INFO:root:accumulate return : -0.00463
INFO:root:accumulate return : -0.0079
INFO:root:accumulate return : -0.0032
INFO:root:accumulate return : -0.00279
INFO:root:accumulate return : -0.00189
INFO:root:accumulate return : -0.00296
INFO:root:accumulate return : 0.00133
INFO:root:accumulate return : -0.0016
INFO:root:accumulate return : -0.00164
INFO:root:accumulate return : -0.00332
INFO:root:accumulate return : -0.02561
INFO:root:accumulate return : 0.00106
INFO:root:accumulate return : -0.00102
INFO:root:accumulate return : -0.00127
INFO:root:accumulate return : -0.0056
INFO:root:accumulate return : -0.00623
INFO:root:accumulate return : -0.01672
INFO:root:accumulate return : -0.01356
INFO:root:accumulate return : -0.00036
INFO:root:accumulate return : -0.00507
INFO:root:accumulate return : -0.00418
INFO:root:accumulate return : -0.00785
INFO:root:accumulate return : -0.00466
INFO:root:accumulate return : -0.00601
INFO:root:accumulate return : -0.03116
INFO:root:accumulate return : -0.00682
INFO:root:accumulate return : -0.00012
INFO:root:accumulate return : -0.00232
INFO:root:accumulate return : -0.0055
INFO:root:accumulate return : -0.00512
INFO:root:accumulate return : -0.00127
INFO:root:accumulate return : -0.00468
INFO:root:accumulate return : -0.00402
INFO:root:accumulate return : -0.00108
INFO:root:accumulate return : -0.00756
INFO:root:accumulate return : -0.00806
INFO:root:accumulate return : -0.00968
INFO:root:accumulate return : -0.00376
INFO:root:accumulate return : -0.01126
INFO:root:accumulate return : -0.00232
INFO:root:accumulate return : -0.0021
INFO:root:accumulate return : 0.00106
INFO:root:accumulate return : -0.01276
INFO:root:accumulate return : 0.0006
INFO:root:accumulate return : -0.0307
INFO:root:accumulate return : -0.00054
INFO:root:accumulate return : 0.0004
INFO:root:accumulate return : -0.00164
INFO:root:accumulate return : -0.00051
INFO:root:accumulate return : -0.00364
INFO:root:accumulate return : -0.00386
INFO:root:accumulate return : -0.00626
INFO:root:accumulate return : -0.00394
INFO:root:accumulate return : -0.01106
INFO:root:accumulate return : -0.00408
INFO:root:accumulate return : -0.01228
INFO:root:accumulate return : -0.00495
INFO:root:accumulate return : -0.00678
INFO:root:accumulate return : -0.00298
INFO:root:accumulate return : -0.02858
INFO:root:accumulate return : -0.00164
INFO:root:accumulate return : 0.00308
INFO:root:accumulate return : -0.00312
INFO:root:accumulate return : -0.00736
INFO:root:accumulate return : -0.00163
