INFO:root:Time start : 2016-05-15-23:53:01
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 60000
INFO:root:look back term = 50
INFO:root:hidden_size = 300
INFO:root:activation function = sigmoid
INFO:root:learning rate = 1.0
INFO:root:training period = 100
INFO:root:accumulate return : -0.01101
INFO:root:accumulate return : -0.03223
INFO:root:accumulate return : -0.04267
INFO:root:accumulate return : -0.00684
INFO:root:accumulate return : -0.01357
INFO:root:accumulate return : -0.01471
INFO:root:accumulate return : -0.00308
INFO:root:accumulate return : -0.00751
INFO:root:accumulate return : -0.00506
INFO:root:accumulate return : -0.009
INFO:root:accumulate return : -0.00906
INFO:root:accumulate return : -0.00716
INFO:root:accumulate return : -0.00566
INFO:root:accumulate return : -0.00681
INFO:root:accumulate return : -0.00446
INFO:root:accumulate return : -0.00114
INFO:root:accumulate return : -0.00641
INFO:root:accumulate return : -0.01373
INFO:root:accumulate return : -0.00287
INFO:root:accumulate return : -0.00521
INFO:root:accumulate return : -0.00649
INFO:root:accumulate return : -0.008
INFO:root:accumulate return : -0.02336
INFO:root:accumulate return : -0.00496
INFO:root:accumulate return : 0.00687
INFO:root:accumulate return : -0.00415
INFO:root:accumulate return : -0.00679
INFO:root:accumulate return : -0.00718
INFO:root:accumulate return : -0.01222
INFO:root:accumulate return : -0.00687
INFO:root:accumulate return : -0.00434
INFO:root:accumulate return : -0.00239
INFO:root:accumulate return : -0.00846
INFO:root:accumulate return : -0.0037
INFO:root:accumulate return : -0.01886
INFO:root:accumulate return : -0.00454
INFO:root:accumulate return : -0.02212
INFO:root:accumulate return : 0.01028
INFO:root:accumulate return : -0.01011
INFO:root:accumulate return : -0.00097
INFO:root:accumulate return : -0.01756
INFO:root:accumulate return : -0.00513
INFO:root:accumulate return : -0.00707
INFO:root:accumulate return : -0.00605
INFO:root:accumulate return : -0.00194
INFO:root:accumulate return : -0.00259
INFO:root:accumulate return : -0.0035
INFO:root:accumulate return : -0.01102
INFO:root:accumulate return : -0.00562
INFO:root:accumulate return : -0.00998
INFO:root:accumulate return : -0.00761
INFO:root:accumulate return : -0.00165
INFO:root:accumulate return : -0.00108
INFO:root:accumulate return : -0.00459
INFO:root:accumulate return : -0.01239
INFO:root:accumulate return : -0.00389
INFO:root:accumulate return : -0.00207
INFO:root:accumulate return : -0.0051
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : 0.0003
INFO:root:accumulate return : -0.00744
INFO:root:accumulate return : -0.00567
INFO:root:accumulate return : -0.0033
INFO:root:accumulate return : -0.00553
INFO:root:accumulate return : -0.00177
INFO:root:accumulate return : -0.01408
INFO:root:accumulate return : -0.01404
INFO:root:accumulate return : -0.00806
INFO:root:accumulate return : -0.00218
INFO:root:accumulate return : -0.01038
INFO:root:accumulate return : -0.01326
INFO:root:accumulate return : -0.00145
INFO:root:accumulate return : -0.00818
INFO:root:accumulate return : -0.00355
INFO:root:accumulate return : -0.00041
INFO:root:accumulate return : -0.01366
INFO:root:accumulate return : -0.01136
INFO:root:accumulate return : 0.0077
INFO:root:accumulate return : -0.00606
INFO:root:accumulate return : -0.01769
INFO:root:accumulate return : -0.00644
INFO:root:accumulate return : -0.01854
INFO:root:accumulate return : -0.01219
INFO:root:accumulate return : -0.00488
INFO:root:accumulate return : -0.00838
INFO:root:accumulate return : -0.00377
INFO:root:accumulate return : -0.00294
INFO:root:accumulate return : -0.01329
INFO:root:accumulate return : -0.00946
INFO:root:accumulate return : -0.00353
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : -0.00236
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : -0.00238
INFO:root:accumulate return : -0.00183
INFO:root:accumulate return : -0.00144
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : -0.00031
INFO:root:accumulate return : -0.0113
INFO:root:accumulate return : -0.0095
INFO:root:accumulate return : 0.0
INFO:root:accumulate return : -0.00192
INFO:root:accumulate return : -0.00062
INFO:root:accumulate return : -0.00522
INFO:root:accumulate return : -0.00194
INFO:root:accumulate return : -0.01486
INFO:root:accumulate return : -0.00439
