INFO:root:Version : 6
INFO:root:Time start : 2016-05-30-04-05-01
INFO:root:Input data :GBPUSD240.csv
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =1660
INFO:root:max_memory = 1000000
INFO:root:batch_size = 50
INFO:root:look back term = 100
INFO:root:hidden_size = 600
INFO:root:training period = 0 ~ 1000
INFO:root:learning rate = 0.1
INFO:root:discount rate = 9e-06
INFO:root:step_size = 10
INFO:root:activation function = relu
INFO:root:accumulate return : -0.124
INFO:root:accumulate return : -0.0192
INFO:root:accumulate return : -0.0296
INFO:root:accumulate return : -0.0173
INFO:root:accumulate return : -0.1058
INFO:root:accumulate return : -0.1389
INFO:root:accumulate return : -0.106
INFO:root:accumulate return : -0.0547
INFO:root:accumulate return : -0.0539
INFO:root:accumulate return : -0.104
INFO:root:accumulate return : 0.001
INFO:root:accumulate return : -0.1447
INFO:root:accumulate return : -0.1797
INFO:root:accumulate return : -0.0699
INFO:root:accumulate return : -0.129
INFO:root:accumulate return : -0.0727
INFO:root:accumulate return : -0.0181
INFO:root:accumulate return : -0.1286
INFO:root:accumulate return : -0.1184
INFO:root:accumulate return : -0.0874
INFO:root:accumulate return : 0.0288
INFO:root:accumulate return : 0.1255
INFO:root:accumulate return : 0.0204
INFO:root:accumulate return : 0.1622
INFO:root:accumulate return : 0.1147
INFO:root:accumulate return : 0.1836
INFO:root:accumulate return : 0.1237
INFO:root:accumulate return : 0.1128
INFO:root:accumulate return : 0.2088
INFO:root:accumulate return : 0.2001
INFO:root:accumulate return : 0.327
INFO:root:accumulate return : 0.2365
INFO:root:accumulate return : 0.1508
INFO:root:accumulate return : 0.2404
INFO:root:accumulate return : 0.1935
INFO:root:accumulate return : 0.1123
INFO:root:accumulate return : 0.3133
INFO:root:accumulate return : 0.3192
INFO:root:accumulate return : 0.2354
INFO:root:accumulate return : 0.342
INFO:root:accumulate return : 0.4172
INFO:root:accumulate return : 0.3908
INFO:root:accumulate return : 0.23
INFO:root:accumulate return : 0.4787
INFO:root:accumulate return : 0.4181
INFO:root:accumulate return : 0.4688
INFO:root:accumulate return : 0.2575
INFO:root:accumulate return : 0.2752
INFO:root:accumulate return : 0.349
INFO:root:accumulate return : 0.3325
INFO:root:accumulate return : 0.4191
INFO:root:accumulate return : 0.5127
INFO:root:accumulate return : 0.385
INFO:root:accumulate return : 0.4821
INFO:root:accumulate return : 0.4919
INFO:root:accumulate return : 0.4527
INFO:root:accumulate return : 0.4348
INFO:root:accumulate return : 0.3913
INFO:root:accumulate return : 0.4665
INFO:root:accumulate return : 0.5109
INFO:root:accumulate return : 0.5776
INFO:root:accumulate return : 0.5136
INFO:root:accumulate return : 0.4659
INFO:root:accumulate return : 0.5142
INFO:root:accumulate return : 0.501
