INFO:root:Version : 6
INFO:root:Time start : 2016-05-30-13-26-43
INFO:root:Input data :GBPUSD240.csv
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =2000
INFO:root:max_memory = 1000000
INFO:root:batch_size = 50
INFO:root:look back term = 300
INFO:root:hidden_size = 900
INFO:root:training period = 0 ~ 1000
INFO:root:learning rate = 0.1
INFO:root:discount rate = 9e-06
INFO:root:step_size = 10
INFO:root:activation function = relu
INFO:root:accumulate return : -0.0883
INFO:root:accumulate return : -0.0141
INFO:root:accumulate return : 0.0306
INFO:root:accumulate return : -0.0385
INFO:root:accumulate return : -0.0836
INFO:root:accumulate return : -0.1236
INFO:root:accumulate return : -0.095
INFO:root:accumulate return : -0.1777
INFO:root:accumulate return : -0.1825
INFO:root:accumulate return : -0.0934
INFO:root:accumulate return : 0.3231
INFO:root:accumulate return : 0.318
INFO:root:accumulate return : 0.2864
INFO:root:accumulate return : 0.3492
INFO:root:accumulate return : 0.3028
INFO:root:accumulate return : 0.3736
INFO:root:accumulate return : 0.165
INFO:root:accumulate return : 0.2842
INFO:root:accumulate return : 0.1316
INFO:root:accumulate return : 0.2148
INFO:root:accumulate return : 0.4734
INFO:root:accumulate return : 0.4851
INFO:root:accumulate return : 0.3344
INFO:root:accumulate return : 0.3322
INFO:root:accumulate return : 0.4523
INFO:root:accumulate return : 0.451
INFO:root:accumulate return : 0.4791
INFO:root:accumulate return : 0.5225
INFO:root:accumulate return : 0.381
INFO:root:accumulate return : 0.5108
INFO:root:accumulate return : 0.5813
INFO:root:accumulate return : 0.5713
INFO:root:accumulate return : 0.6772
INFO:root:accumulate return : 0.5226
INFO:root:accumulate return : 0.5612
INFO:root:accumulate return : 0.5595
INFO:root:accumulate return : 0.5594
INFO:root:accumulate return : 0.6976
INFO:root:accumulate return : 0.7079
INFO:root:accumulate return : 0.44
INFO:root:accumulate return : 0.6171
INFO:root:accumulate return : 0.6324
INFO:root:accumulate return : 0.5599
INFO:root:accumulate return : 0.6268
INFO:root:accumulate return : 0.6445
INFO:root:accumulate return : 0.6279
INFO:root:accumulate return : 0.5939
INFO:root:accumulate return : 0.71
INFO:root:accumulate return : 0.561
INFO:root:accumulate return : 0.5036
INFO:root:accumulate return : 0.7884
INFO:root:accumulate return : 0.6553
INFO:root:accumulate return : 0.6773
INFO:root:accumulate return : 0.79
INFO:root:accumulate return : 0.7218
INFO:root:accumulate return : 0.8628
INFO:root:accumulate return : 0.6085
INFO:root:accumulate return : 0.7087
INFO:root:accumulate return : 0.7437
INFO:root:accumulate return : 0.7589
INFO:root:accumulate return : 0.5817
INFO:root:accumulate return : 0.8155
INFO:root:accumulate return : 0.8617
INFO:root:accumulate return : 0.7382
INFO:root:accumulate return : 0.738
INFO:root:accumulate return : 0.854
INFO:root:accumulate return : 0.7037
INFO:root:accumulate return : 0.8755
INFO:root:accumulate return : 0.7385
INFO:root:accumulate return : 0.7723
INFO:root:accumulate return : 0.9042
INFO:root:accumulate return : 0.9421
INFO:root:accumulate return : 0.9307
INFO:root:accumulate return : 0.9291
INFO:root:accumulate return : 0.9739
INFO:root:accumulate return : 0.907
INFO:root:accumulate return : 0.9837
INFO:root:accumulate return : 0.9572
INFO:root:accumulate return : 0.881
INFO:root:accumulate return : 0.9815
INFO:root:accumulate return : 1.1692
INFO:root:accumulate return : 1.0371
INFO:root:accumulate return : 1.0397
INFO:root:accumulate return : 1.1451
INFO:root:accumulate return : 1.0965
INFO:root:accumulate return : 1.1225
INFO:root:accumulate return : 1.1154
INFO:root:accumulate return : 1.1173
INFO:root:accumulate return : 1.0483
INFO:root:accumulate return : 1.1125
INFO:root:accumulate return : 1.0208
INFO:root:accumulate return : 1.1305
INFO:root:accumulate return : 1.1128
INFO:root:accumulate return : 1.0973
INFO:root:accumulate return : 1.2465
INFO:root:accumulate return : 1.2124
INFO:root:accumulate return : 1.2129
INFO:root:accumulate return : 1.122
INFO:root:accumulate return : 1.1855
INFO:root:accumulate return : 1.1878
INFO:root:accumulate return : 1.0391
INFO:root:accumulate return : 1.3148
INFO:root:accumulate return : 1.3236
INFO:root:accumulate return : 1.2542
INFO:root:accumulate return : 1.2548
INFO:root:accumulate return : 1.1385
INFO:root:accumulate return : 1.2223
INFO:root:accumulate return : 1.1158
INFO:root:accumulate return : 1.3031
INFO:root:accumulate return : 1.2506
INFO:root:accumulate return : 1.2022
INFO:root:accumulate return : 1.118
INFO:root:accumulate return : 1.0152
INFO:root:accumulate return : 1.151
INFO:root:accumulate return : 1.2593
INFO:root:accumulate return : 1.1666
INFO:root:accumulate return : 1.0932
INFO:root:accumulate return : 1.2219
INFO:root:accumulate return : 1.2037
INFO:root:accumulate return : 1.2278
INFO:root:accumulate return : 1.2176
INFO:root:accumulate return : 1.1614
INFO:root:accumulate return : 1.2827
INFO:root:accumulate return : 1.1664
INFO:root:accumulate return : 1.1734
INFO:root:accumulate return : 1.2391
INFO:root:accumulate return : 1.3506
INFO:root:accumulate return : 1.1788
INFO:root:accumulate return : 1.1144
INFO:root:accumulate return : 1.2415
INFO:root:accumulate return : 1.1664
INFO:root:accumulate return : 1.2261
INFO:root:accumulate return : 1.1195
INFO:root:accumulate return : 1.2504
INFO:root:accumulate return : 1.2592
INFO:root:accumulate return : 1.233
INFO:root:accumulate return : 1.2615
INFO:root:accumulate return : 1.1685
INFO:root:accumulate return : 1.017
INFO:root:accumulate return : 1.2346
INFO:root:accumulate return : 1.3367
INFO:root:accumulate return : 1.294
INFO:root:accumulate return : 1.3904
INFO:root:accumulate return : 1.3821
INFO:root:accumulate return : 1.2022
INFO:root:accumulate return : 1.3196
INFO:root:accumulate return : 1.3597
INFO:root:accumulate return : 1.3698
INFO:root:accumulate return : 1.4243
INFO:root:accumulate return : 1.3076
INFO:root:accumulate return : 1.4304
INFO:root:accumulate return : 1.4139
INFO:root:accumulate return : 1.3598
INFO:root:accumulate return : 1.3685
INFO:root:accumulate return : 1.3547
INFO:root:accumulate return : 1.3994
INFO:root:accumulate return : 1.3228
INFO:root:accumulate return : 1.4052
INFO:root:accumulate return : 1.3454
INFO:root:accumulate return : 1.3712
INFO:root:accumulate return : 1.4848
INFO:root:accumulate return : 1.4979
INFO:root:accumulate return : 1.5256
INFO:root:accumulate return : 1.5567
INFO:root:accumulate return : 1.4508
INFO:root:accumulate return : 1.4069
INFO:root:accumulate return : 1.4931
INFO:root:accumulate return : 1.435
INFO:root:accumulate return : 1.2491
INFO:root:accumulate return : 1.5411
INFO:root:accumulate return : 1.5512
INFO:root:accumulate return : 1.4689
INFO:root:accumulate return : 1.5308
INFO:root:accumulate return : 1.4867
INFO:root:accumulate return : 1.4849
INFO:root:accumulate return : 1.4983
INFO:root:accumulate return : 1.5181
INFO:root:accumulate return : 1.3829
INFO:root:accumulate return : 1.502
INFO:root:accumulate return : 1.5077
INFO:root:accumulate return : 1.4992
INFO:root:accumulate return : 1.629
INFO:root:accumulate return : 1.4733
INFO:root:accumulate return : 1.5068
INFO:root:accumulate return : 1.5823
INFO:root:accumulate return : 1.4772
INFO:root:accumulate return : 1.5685
INFO:root:accumulate return : 1.5127
INFO:root:accumulate return : 1.4918
INFO:root:accumulate return : 1.5645
INFO:root:accumulate return : 1.6284
INFO:root:accumulate return : 1.6584
INFO:root:accumulate return : 1.5116
INFO:root:accumulate return : 1.7334
INFO:root:accumulate return : 1.6461
INFO:root:accumulate return : 1.569
INFO:root:accumulate return : 1.5635
INFO:root:accumulate return : 1.6272
INFO:root:accumulate return : 1.6125
INFO:root:accumulate return : 1.686
INFO:root:accumulate return : 1.6809
INFO:root:accumulate return : 1.6592
INFO:root:accumulate return : 1.7513
INFO:root:accumulate return : 1.6668
INFO:root:accumulate return : 1.6784
INFO:root:accumulate return : 1.5738
INFO:root:accumulate return : 1.6901
INFO:root:accumulate return : 1.6102
INFO:root:accumulate return : 1.6651
INFO:root:accumulate return : 1.6375
INFO:root:accumulate return : 1.7021
INFO:root:accumulate return : 1.7193
INFO:root:accumulate return : 1.8546
INFO:root:accumulate return : 1.7709
INFO:root:accumulate return : 1.8782
INFO:root:accumulate return : 1.8218
INFO:root:accumulate return : 1.8084
INFO:root:accumulate return : 1.6208
INFO:root:accumulate return : 1.7988
INFO:root:accumulate return : 1.6806
INFO:root:accumulate return : 1.7309
INFO:root:accumulate return : 1.5735
INFO:root:accumulate return : 1.6971
INFO:root:accumulate return : 1.7025
INFO:root:accumulate return : 1.6623
INFO:root:accumulate return : 1.6249
INFO:root:accumulate return : 1.6496
INFO:root:accumulate return : 1.7096
INFO:root:accumulate return : 1.6784
INFO:root:accumulate return : 1.7319
INFO:root:accumulate return : 1.8228
INFO:root:accumulate return : 1.7255
INFO:root:accumulate return : 1.7814
INFO:root:accumulate return : 1.8694
INFO:root:accumulate return : 1.7345
INFO:root:accumulate return : 1.6623
INFO:root:accumulate return : 1.6294
INFO:root:accumulate return : 1.9058
INFO:root:accumulate return : 1.6584
INFO:root:accumulate return : 1.8712
