INFO:root:Version : 7
INFO:root:Time start : 2016-06-08-00-00-26
INFO:root:Input data :GBPUSD240.csv
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 1000000
INFO:root:batch_size = 300
INFO:root:look back term = 300
INFO:root:hidden_size = 600
INFO:root:training period = -4000 ~ -1000
INFO:root:learning rate = 0.1
INFO:root:discount rate = 9e-06
INFO:root:step_size = 10
INFO:root:activation function = relu
INFO:root:comment :Learning rate test (RMSprop)
INFO:root:accumulate return : -1.38587
INFO:root:accumulate return : -1.43508
INFO:root:accumulate return : -1.46593
INFO:root:accumulate return : -1.29658
INFO:root:accumulate return : -1.44947
INFO:root:accumulate return : -1.37834
INFO:root:accumulate return : -1.27813
INFO:root:accumulate return : -1.40321
INFO:root:accumulate return : -1.3664
INFO:root:accumulate return : -1.31209
INFO:root:accumulate return : 1.51835
INFO:root:accumulate return : 1.59763
INFO:root:accumulate return : 1.54652
INFO:root:accumulate return : 1.58558
INFO:root:accumulate return : 1.50883
INFO:root:accumulate return : 1.54536
INFO:root:accumulate return : 1.56426
INFO:root:accumulate return : 1.54416
INFO:root:accumulate return : 1.45777
INFO:root:accumulate return : 1.5049
INFO:root:accumulate return : 1.4089
INFO:root:accumulate return : 1.33901
INFO:root:accumulate return : 1.39068
INFO:root:accumulate return : 1.39023
INFO:root:accumulate return : 1.33374
INFO:root:accumulate return : 1.35455
INFO:root:accumulate return : 1.32598
INFO:root:accumulate return : 1.34047
INFO:root:accumulate return : 1.37552
INFO:root:accumulate return : 1.35459
INFO:root:accumulate return : 1.51634
INFO:root:accumulate return : 1.71543
INFO:root:accumulate return : 1.64405
INFO:root:accumulate return : 1.46003
INFO:root:accumulate return : 1.73754
INFO:root:accumulate return : 1.47851
INFO:root:accumulate return : 1.66121
INFO:root:accumulate return : 1.6473
INFO:root:accumulate return : 1.74517
INFO:root:accumulate return : 1.61479
INFO:root:accumulate return : 2.40628
INFO:root:accumulate return : 2.40927
INFO:root:accumulate return : 2.51391
INFO:root:accumulate return : 2.39739
INFO:root:accumulate return : 2.49249
INFO:root:accumulate return : 2.27325
INFO:root:accumulate return : 2.4098
INFO:root:accumulate return : 2.5206
INFO:root:accumulate return : 2.42506
INFO:root:accumulate return : 2.48691
INFO:root:accumulate return : 2.19437
INFO:root:accumulate return : 2.20822
INFO:root:accumulate return : 2.12713
INFO:root:accumulate return : 2.22295
INFO:root:accumulate return : 2.22121
INFO:root:accumulate return : 2.24126
INFO:root:accumulate return : 2.14722
INFO:root:accumulate return : 2.22555
INFO:root:accumulate return : 2.22654
INFO:root:accumulate return : 2.09589
INFO:root:accumulate return : 2.8626
INFO:root:accumulate return : 2.7693
INFO:root:accumulate return : 2.60202
INFO:root:accumulate return : 2.62287
INFO:root:accumulate return : 2.88647
INFO:root:accumulate return : 2.78877
INFO:root:accumulate return : 2.94403
INFO:root:accumulate return : 2.74044
INFO:root:accumulate return : 2.82099
INFO:root:accumulate return : 2.7138
INFO:root:accumulate return : 2.54324
INFO:root:accumulate return : 2.84496
INFO:root:accumulate return : 2.63987
INFO:root:accumulate return : 2.75064
INFO:root:accumulate return : 2.70719
INFO:root:accumulate return : 2.80564
INFO:root:accumulate return : 2.8733
INFO:root:accumulate return : 2.65445
INFO:root:accumulate return : 2.75765
INFO:root:accumulate return : 2.82138
INFO:root:accumulate return : 3.02842
INFO:root:accumulate return : 3.05422
INFO:root:accumulate return : 3.07513
INFO:root:accumulate return : 2.99526
INFO:root:accumulate return : 3.08097
INFO:root:accumulate return : 3.04612
INFO:root:accumulate return : 3.01737
INFO:root:accumulate return : 2.97049
INFO:root:accumulate return : 2.99907
INFO:root:accumulate return : 3.06261
INFO:root:accumulate return : 4.10811
INFO:root:accumulate return : 4.01872
INFO:root:accumulate return : 4.1651
INFO:root:accumulate return : 4.22035
INFO:root:accumulate return : 4.16752
INFO:root:accumulate return : 4.03116
INFO:root:accumulate return : 4.01852
INFO:root:accumulate return : 4.07444
INFO:root:accumulate return : 4.06042
INFO:root:accumulate return : 4.04317
INFO:root:accumulate return : 4.49488
INFO:root:accumulate return : 4.54142
INFO:root:accumulate return : 4.40587
INFO:root:accumulate return : 4.69712
INFO:root:accumulate return : 4.68648
INFO:root:accumulate return : 4.38729
INFO:root:accumulate return : 4.70091
INFO:root:accumulate return : 4.58463
INFO:root:accumulate return : 4.41679
INFO:root:accumulate return : 4.54375
INFO:root:accumulate return : 4.48102
INFO:root:accumulate return : 4.46098
INFO:root:accumulate return : 4.42266
INFO:root:accumulate return : 4.423
INFO:root:accumulate return : 4.52411
INFO:root:accumulate return : 4.48833
INFO:root:accumulate return : 4.48689
INFO:root:accumulate return : 4.52999
INFO:root:accumulate return : 4.46032
INFO:root:accumulate return : 4.48705
INFO:root:accumulate return : 4.14408
INFO:root:accumulate return : 3.95974
INFO:root:accumulate return : 4.23954
INFO:root:accumulate return : 4.082
INFO:root:accumulate return : 4.02134
INFO:root:accumulate return : 3.99292
INFO:root:accumulate return : 4.07562
INFO:root:accumulate return : 4.1556
INFO:root:accumulate return : 3.99266
INFO:root:accumulate return : 3.92804
INFO:root:accumulate return : 4.09912
INFO:root:accumulate return : 3.9697
INFO:root:accumulate return : 4.224
INFO:root:accumulate return : 4.14207
INFO:root:accumulate return : 4.09029
INFO:root:accumulate return : 4.15745
INFO:root:accumulate return : 4.21748
INFO:root:accumulate return : 4.24698
INFO:root:accumulate return : 4.11216
INFO:root:accumulate return : 4.04856
INFO:root:accumulate return : 4.13639
INFO:root:accumulate return : 4.03124
INFO:root:accumulate return : 4.21607
INFO:root:accumulate return : 4.11188
INFO:root:accumulate return : 4.18621
INFO:root:accumulate return : 4.0726
INFO:root:accumulate return : 4.06056
INFO:root:accumulate return : 4.02247
INFO:root:accumulate return : 4.00568
INFO:root:accumulate return : 4.07597
INFO:root:accumulate return : 4.12803
INFO:root:accumulate return : 4.04261
INFO:root:accumulate return : 3.91184
INFO:root:accumulate return : 3.96838
INFO:root:accumulate return : 3.9398
INFO:root:accumulate return : 4.11655
INFO:root:accumulate return : 4.13166
INFO:root:accumulate return : 4.06435
INFO:root:accumulate return : 4.02664
INFO:root:accumulate return : 4.13529
INFO:root:accumulate return : 4.13494
INFO:root:accumulate return : 4.05347
INFO:root:accumulate return : 4.05736
INFO:root:accumulate return : 4.04647
INFO:root:accumulate return : 4.22066
INFO:root:accumulate return : 4.17975
INFO:root:accumulate return : 4.11486
INFO:root:accumulate return : 3.97524
INFO:root:accumulate return : 4.06344
INFO:root:accumulate return : 4.19697
INFO:root:accumulate return : 3.66002
INFO:root:accumulate return : 3.67615
INFO:root:accumulate return : 3.59268
INFO:root:accumulate return : 3.82132
INFO:root:accumulate return : 3.83221
INFO:root:accumulate return : 3.7685
INFO:root:accumulate return : 3.84923
INFO:root:accumulate return : 3.76804
INFO:root:accumulate return : 3.71344
INFO:root:accumulate return : 3.77917
INFO:root:accumulate return : 4.21546
INFO:root:accumulate return : 4.17102
INFO:root:accumulate return : 4.15683
INFO:root:accumulate return : 4.25079
INFO:root:accumulate return : 4.16305
INFO:root:accumulate return : 4.26305
INFO:root:accumulate return : 4.29308
INFO:root:accumulate return : 4.26753
INFO:root:accumulate return : 4.19356
INFO:root:accumulate return : 4.22996
INFO:root:accumulate return : 4.37787
INFO:root:accumulate return : 4.30808
INFO:root:accumulate return : 4.30987
INFO:root:accumulate return : 4.35647
INFO:root:accumulate return : 4.32264
INFO:root:accumulate return : 4.26373
INFO:root:accumulate return : 4.32245
INFO:root:accumulate return : 4.32215
INFO:root:accumulate return : 4.41514
INFO:root:accumulate return : 4.34728
INFO:root:accumulate return : 3.9825
INFO:root:accumulate return : 4.05507
INFO:root:accumulate return : 3.8589
INFO:root:accumulate return : 3.94164
INFO:root:accumulate return : 4.01941
INFO:root:accumulate return : 3.86898
INFO:root:accumulate return : 3.89836
INFO:root:accumulate return : 3.95426
INFO:root:accumulate return : 3.85763
INFO:root:accumulate return : 4.01876
INFO:root:accumulate return : 3.83714
INFO:root:accumulate return : 3.79512
INFO:root:accumulate return : 3.8735
INFO:root:accumulate return : 3.7794
INFO:root:accumulate return : 3.89801
INFO:root:accumulate return : 3.74991
INFO:root:accumulate return : 3.84296
INFO:root:accumulate return : 3.83365
INFO:root:accumulate return : 3.92173
INFO:root:accumulate return : 3.81797
INFO:root:accumulate return : 4.11902
INFO:root:accumulate return : 4.01722
INFO:root:accumulate return : 4.08755
INFO:root:accumulate return : 4.18092
INFO:root:accumulate return : 4.2666
INFO:root:accumulate return : 3.95882
INFO:root:accumulate return : 4.04686
INFO:root:accumulate return : 4.15483
INFO:root:accumulate return : 4.18388
INFO:root:accumulate return : 4.08146
INFO:root:accumulate return : 4.69205
INFO:root:accumulate return : 4.6178
INFO:root:accumulate return : 4.67846
INFO:root:accumulate return : 4.68071
INFO:root:accumulate return : 4.74435
INFO:root:accumulate return : 4.71939
INFO:root:accumulate return : 4.60401
INFO:root:accumulate return : 4.57337
INFO:root:accumulate return : 4.68579
INFO:root:accumulate return : 4.65773
INFO:root:accumulate return : 4.66588
INFO:root:accumulate return : 4.61901
INFO:root:accumulate return : 4.601
INFO:root:accumulate return : 4.6444
INFO:root:accumulate return : 4.66007
INFO:root:accumulate return : 4.61023
INFO:root:accumulate return : 4.74026
INFO:root:accumulate return : 4.48038
INFO:root:accumulate return : 4.71887
INFO:root:accumulate return : 4.63635
INFO:root:accumulate return : 4.73162
INFO:root:accumulate return : 4.70709
INFO:root:accumulate return : 4.61618
INFO:root:accumulate return : 4.6775
INFO:root:accumulate return : 4.61108
INFO:root:accumulate return : 4.6737
INFO:root:accumulate return : 4.62162
INFO:root:accumulate return : 4.71843
INFO:root:accumulate return : 4.71267
INFO:root:accumulate return : 4.68131
INFO:root:accumulate return : 4.6621
INFO:root:accumulate return : 4.61348
INFO:root:accumulate return : 4.70107
INFO:root:accumulate return : 4.79469
INFO:root:accumulate return : 4.6561
INFO:root:accumulate return : 4.67813
INFO:root:accumulate return : 4.6596
INFO:root:accumulate return : 4.63003
INFO:root:accumulate return : 4.78443
INFO:root:accumulate return : 4.74466
INFO:root:accumulate return : 4.76589
INFO:root:accumulate return : 4.59059
INFO:root:accumulate return : 4.7164
INFO:root:accumulate return : 4.73287
INFO:root:accumulate return : 4.7529
INFO:root:accumulate return : 4.66175
INFO:root:accumulate return : 4.61416
INFO:root:accumulate return : 4.7692
INFO:root:accumulate return : 4.52928
INFO:root:accumulate return : 4.62977
INFO:root:accumulate return : 4.05921
INFO:root:accumulate return : 3.81923
INFO:root:accumulate return : 4.06585
INFO:root:accumulate return : 3.91721
INFO:root:accumulate return : 4.01922
INFO:root:accumulate return : 4.04742
INFO:root:accumulate return : 4.14252
INFO:root:accumulate return : 3.91935
INFO:root:accumulate return : 4.08786
INFO:root:accumulate return : 3.9117
INFO:root:accumulate return : 3.90076
INFO:root:accumulate return : 3.72345
INFO:root:accumulate return : 3.6756
INFO:root:accumulate return : 3.74414
INFO:root:accumulate return : 3.78493
INFO:root:accumulate return : 3.74921
INFO:root:accumulate return : 3.79278
INFO:root:accumulate return : 3.80972
INFO:root:accumulate return : 3.80086
INFO:root:accumulate return : 3.62222
INFO:root:accumulate return : 3.43784
INFO:root:accumulate return : 3.54207
INFO:root:accumulate return : 3.49524
INFO:root:accumulate return : 3.46252
INFO:root:accumulate return : 3.45019
INFO:root:accumulate return : 3.61557
INFO:root:accumulate return : 3.50615
INFO:root:accumulate return : 3.4848
INFO:root:accumulate return : 3.62558
INFO:root:accumulate return : 3.54878
INFO:root:accumulate return : 4.70899
INFO:root:accumulate return : 4.75714
INFO:root:accumulate return : 4.81771
INFO:root:accumulate return : 4.70897
INFO:root:accumulate return : 4.73107
INFO:root:accumulate return : 4.68957
INFO:root:accumulate return : 4.75389
INFO:root:accumulate return : 4.68766
INFO:root:accumulate return : 4.75188
INFO:root:accumulate return : 4.65213
INFO:root:accumulate return : 4.66206
INFO:root:accumulate return : 4.63485
INFO:root:accumulate return : 4.85596
INFO:root:accumulate return : 4.64251
INFO:root:accumulate return : 4.75354
INFO:root:accumulate return : 4.64917
INFO:root:accumulate return : 4.80532
INFO:root:accumulate return : 4.64196
INFO:root:accumulate return : 4.79847
INFO:root:accumulate return : 4.7386
INFO:root:accumulate return : 4.64873
INFO:root:accumulate return : 4.65369
INFO:root:accumulate return : 4.60725
INFO:root:accumulate return : 4.6037
INFO:root:accumulate return : 4.59263
INFO:root:accumulate return : 4.71739
INFO:root:accumulate return : 4.71769
INFO:root:accumulate return : 4.64189
INFO:root:accumulate return : 4.75555
INFO:root:accumulate return : 4.53631
INFO:root:accumulate return : 4.84234
INFO:root:accumulate return : 4.73044
INFO:root:accumulate return : 4.73031
INFO:root:accumulate return : 4.63076
INFO:root:accumulate return : 4.91056
INFO:root:accumulate return : 4.77972
INFO:root:accumulate return : 4.72957
INFO:root:accumulate return : 4.8007
INFO:root:accumulate return : 4.62608
INFO:root:accumulate return : 4.66941
INFO:root:accumulate return : 4.69383
INFO:root:accumulate return : 4.52008
INFO:root:accumulate return : 4.53877
INFO:root:accumulate return : 4.53703
INFO:root:accumulate return : 4.61228
INFO:root:accumulate return : 4.55309
INFO:root:accumulate return : 4.63514
INFO:root:accumulate return : 4.5968
INFO:root:accumulate return : 4.64456
INFO:root:accumulate return : 4.64497
INFO:root:accumulate return : 4.35535
INFO:root:accumulate return : 4.39345
INFO:root:accumulate return : 4.4184
INFO:root:accumulate return : 4.49824
INFO:root:accumulate return : 4.52627
INFO:root:accumulate return : 4.43132
INFO:root:accumulate return : 4.48796
INFO:root:accumulate return : 4.37404
INFO:root:accumulate return : 4.48874
INFO:root:accumulate return : 4.47486
INFO:root:accumulate return : 4.8438
INFO:root:accumulate return : 4.86779
INFO:root:accumulate return : 4.76135
INFO:root:accumulate return : 4.6861
INFO:root:accumulate return : 4.90212
INFO:root:accumulate return : 4.61694
INFO:root:accumulate return : 4.84811
INFO:root:accumulate return : 4.7855
INFO:root:accumulate return : 4.76516
INFO:root:accumulate return : 4.74174
INFO:root:accumulate return : 4.52519
INFO:root:accumulate return : 4.69415
INFO:root:accumulate return : 4.60456
INFO:root:accumulate return : 4.77156
INFO:root:accumulate return : 4.62547
INFO:root:accumulate return : 4.61318
INFO:root:accumulate return : 4.62977
INFO:root:accumulate return : 4.61942
INFO:root:accumulate return : 4.6713
INFO:root:accumulate return : 4.65481
INFO:root:accumulate return : 4.54515
INFO:root:accumulate return : 4.5812
INFO:root:accumulate return : 4.46349
INFO:root:accumulate return : 4.41215
INFO:root:accumulate return : 4.47748
INFO:root:accumulate return : 4.49483
INFO:root:accumulate return : 4.40646
INFO:root:accumulate return : 4.52195
INFO:root:accumulate return : 4.56367
INFO:root:accumulate return : 4.4343
INFO:root:accumulate return : 4.77448
INFO:root:accumulate return : 4.89498
INFO:root:accumulate return : 4.58239
INFO:root:accumulate return : 4.83473
INFO:root:accumulate return : 4.79037
INFO:root:accumulate return : 4.58268
INFO:root:accumulate return : 4.94626
INFO:root:accumulate return : 4.6753
INFO:root:accumulate return : 4.74878
INFO:root:accumulate return : 4.76819
INFO:root:accumulate return : 4.72474
INFO:root:accumulate return : 4.85102
INFO:root:accumulate return : 4.86129
INFO:root:accumulate return : 4.9034
INFO:root:accumulate return : 4.86514
INFO:root:accumulate return : 4.74777
INFO:root:accumulate return : 4.80224
INFO:root:accumulate return : 4.74593
INFO:root:accumulate return : 4.67685
INFO:root:accumulate return : 4.8553
INFO:root:accumulate return : 4.74503
INFO:root:accumulate return : 4.79243
INFO:root:accumulate return : 4.8103
INFO:root:accumulate return : 4.60965
INFO:root:accumulate return : 4.68816
INFO:root:accumulate return : 4.72755
INFO:root:accumulate return : 4.77654
INFO:root:accumulate return : 4.91609
INFO:root:accumulate return : 4.68232
INFO:root:accumulate return : 4.60807
INFO:root:accumulate return : 4.84891
INFO:root:accumulate return : 4.71413
INFO:root:accumulate return : 4.79533
INFO:root:accumulate return : 4.63346
INFO:root:accumulate return : 4.75272
INFO:root:accumulate return : 4.60158
INFO:root:accumulate return : 4.71605
INFO:root:accumulate return : 4.70013
INFO:root:accumulate return : 4.7676
INFO:root:accumulate return : 4.58702
INFO:root:accumulate return : 4.7967
INFO:root:accumulate return : 4.67042
INFO:root:accumulate return : 4.7086
INFO:root:accumulate return : 4.73817
INFO:root:accumulate return : 4.90298
INFO:root:accumulate return : 4.81866
INFO:root:accumulate return : 4.82093
INFO:root:accumulate return : 4.84272
INFO:root:accumulate return : 4.82593
INFO:root:accumulate return : 4.75055
INFO:root:accumulate return : 4.3017
INFO:root:accumulate return : 4.43759
INFO:root:accumulate return : 4.47706
INFO:root:accumulate return : 4.51603
INFO:root:accumulate return : 4.35946
INFO:root:accumulate return : 4.37141
INFO:root:accumulate return : 4.37316
INFO:root:accumulate return : 4.40072
INFO:root:accumulate return : 4.50526
INFO:root:accumulate return : 4.39794
INFO:root:accumulate return : 4.92384
INFO:root:accumulate return : 4.81875
INFO:root:accumulate return : 4.78037
INFO:root:accumulate return : 4.65322
INFO:root:accumulate return : 4.8895
INFO:root:accumulate return : 4.67673
INFO:root:accumulate return : 4.85142
INFO:root:accumulate return : 4.81355
INFO:root:accumulate return : 4.82899
INFO:root:accumulate return : 4.72769
INFO:root:accumulate return : 4.35234
INFO:root:accumulate return : 4.38933
INFO:root:accumulate return : 4.29571
INFO:root:accumulate return : 4.44787
INFO:root:accumulate return : 4.32749
INFO:root:accumulate return : 4.36333
INFO:root:accumulate return : 4.41513
INFO:root:accumulate return : 4.45541
INFO:root:accumulate return : 4.49966
INFO:root:accumulate return : 4.44663
INFO:root:accumulate return : 4.58519
INFO:root:accumulate return : 4.71949
INFO:root:accumulate return : 4.75519
INFO:root:accumulate return : 4.69879
INFO:root:accumulate return : 4.78473
INFO:root:accumulate return : 4.74277
INFO:root:accumulate return : 4.72144
INFO:root:accumulate return : 4.773
INFO:root:accumulate return : 4.73269
INFO:root:accumulate return : 4.80639
INFO:root:accumulate return : 4.58819
INFO:root:accumulate return : 4.62963
INFO:root:accumulate return : 4.48088
INFO:root:accumulate return : 4.66424
INFO:root:accumulate return : 4.66082
INFO:root:accumulate return : 4.54213
INFO:root:accumulate return : 4.74612
INFO:root:accumulate return : 4.64328
INFO:root:accumulate return : 4.50916
INFO:root:accumulate return : 4.67201
INFO:root:Processing time : 3.18 hours
