4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03,4.784029871690421640e-03
6.584283806517307602e-03,6.942874093686338989e-03,7.310462867617105107e-03,7.798638869653755357e-03,8.226973582484722186e-03,8.703109588594696092e-03,9.058284295315683146e-03,9.172680773930748377e-03,9.386284450101830754e-03,9.738772134419544646e-03,1.006606872708757337e-02,1.027244651934827550e-02,1.039448798167006728e-02,1.055811104480652157e-02,1.060460011812628008e-02,1.068033486761711497e-02,1.096244471690428247e-02,1.123954029735234166e-02,1.146237183503055236e-02,1.168567860488799182e-02,1.181574506924644268e-02,1.189576860285132889e-02,1.192427864562118495e-02,1.199828720977597248e-02,1.202793502851324213e-02
6.350776955193478818e-03,6.882053767820753114e-03,7.298448238289203388e-03,7.911791484725034032e-03,8.417559252545827805e-03,9.016352274949073972e-03,9.529722682281057192e-03,9.467307022403254058e-03,9.768393378818740480e-03,1.033076101832993213e-02,1.049270257230142632e-02,1.066530375356415823e-02,1.089179084725051122e-02,1.112595724032586393e-02,1.127171944602851743e-02,1.141459564562118459e-02,1.181520590835031387e-02,1.211811005498981443e-02,1.240322154582484612e-02,1.262039876985744137e-02,1.268712676578411663e-02,1.280517909368635195e-02,1.285168019959266779e-02,1.295822332993890741e-02,1.292346390224032547e-02
8.281530574338084524e-03,8.802629765784083030e-03,9.436660725050900755e-03,9.960589604887977108e-03,1.084901824439919726e-02,1.137707283503053453e-02,1.173797714460284546e-02,1.181873721384928307e-02,1.235079864154787002e-02,1.283560947454174053e-02,1.283755752138492426e-02,1.349240961507128418e-02,1.391625638900204423e-02,1.404751900203665520e-02,1.428119700610997952e-02,1.450007560081467001e-02,1.507221433808554785e-02,1.540331890224032503e-02,1.558231633808553583e-02,1.581986016089614172e-02,1.599481399796334399e-02,1.613323292464358821e-02,1.603026928716904526e-02,1.600276064358452724e-02,1.588653482077392876e-02
9.724749551934820310e-03,1.034242418940932787e-02,1.084766686558041870e-02,1.140050568839102822e-02,1.251994550101833206e-02,1.318659095112013034e-02,1.363263805091648531e-02,1.354882391446028157e-02,1.398455830346233275e-02,1.440888101425660817e-02,1.493367452342159001e-02,1.593741179429737295e-02,1.645391990020368331e-02,1.640892446639511879e-02,1.683898771486762314e-02,1.713933270468434231e-02,1.768690825661916807e-02,1.771714472912424426e-02,1.802546407128309894e-02,1.815145326272914195e-02,1.856746051934828057e-02,1.879895240122201466e-02,1.856247153360489691e-02,1.842157602036661665e-02,1.817523972708759081e-02
1.087323403462321300e-02,1.129441318533600490e-02,1.174086065173112620e-02,1.261155494093684805e-02,1.351685198167006281e-02,1.422361629735231087e-02,1.478886710590629656e-02,1.468226958248472491e-02,1.513773023828921850e-02,1.582182938492869909e-02,1.636594591446028507e-02,1.730551270061101224e-02,1.766481201832995410e-02,1.738146282484726371e-02,1.775042627698576042e-02,1.784931392057029567e-02,1.848700078818740766e-02,1.848753514867619227e-02,1.886748834419553836e-02,1.902903197963342827e-02,1.948577243380857429e-02,1.983737588594707696e-02,1.962959782077395091e-02,1.956996753156826918e-02,1.920163083095725517e-02
1.167279276171078080e-02,1.225401708757632539e-02,1.293431066395108256e-02,1.392731504887982641e-02,1.476344573523421903e-02,1.537152039307532365e-02,1.611988310794295470e-02,1.594335734623217662e-02,1.656872390224033847e-02,1.715563841140527873e-02,1.799471280040732327e-02,1.885209081873729167e-02,1.910029102240327209e-02,1.863877496945012466e-02,1.908863891853362568e-02,1.890961736048882985e-02,1.942009254582487479e-02,1.963682567413442895e-02,1.997277578411406351e-02,2.018657280244401039e-02,2.064331325661916336e-02,2.099491670875767296e-02,2.082072909979634789e-02,2.084491094908353173e-02,2.041524153156824839e-02
1.289582689816698782e-02,1.313273271486756558e-02,1.360892878615066817e-02,1.450010017718939871e-02,1.527687808146639854e-02,1.616631211405292201e-02,1.677577561914458254e-02,1.643650614256619846e-02,1.702975820162933723e-02,1.754249684521383412e-02,1.832149159063134469e-02,1.909740321384929135e-02,1.933516597148676047e-02,1.871965468635438876e-02,1.908805224032587150e-02,1.890629177800409733e-02,1.945110915478617114e-02,1.998487506313646397e-02,2.031848747046843470e-02,2.038699567617109631e-02,2.084373613034623887e-02,2.135030762729127340e-02,2.111502022199594070e-02,2.110971297759676665e-02,2.060812530549899907e-02
1.377288322606923070e-02,1.403258553360483066e-02,1.438053895723009554e-02,1.515235426883909491e-02,1.582090550712831126e-02,1.660147293482686082e-02,1.708873684725049913e-02,1.682562856008146951e-02,1.771401131364564938e-02,1.825430653360489083e-02,1.897220148268839029e-02,1.970336920977597966e-02,1.999781667820775197e-02,1.952375466191447889e-02,1.999969157637476042e-02,1.982775455600817652e-02,2.037257193279025727e-02,2.088597124236254293e-02,2.135709242362526447e-02,2.134099196130348486e-02,2.179773241547862395e-02,2.232467051120166565e-02,2.200050472301428445e-02,2.193409768228109583e-02,2.166145892871692430e-02
1.420699981873725475e-02,1.448588881670055672e-02,1.470755829938895018e-02,1.565396578411405726e-02,1.667083361507127118e-02,1.762452593279021165e-02,1.815144538900202720e-02,1.794155485947048281e-02,1.887067081059065621e-02,1.919982369042769546e-02,1.990945122403257189e-02,2.059988575356416426e-02,2.093317640529532633e-02,2.041838119144605279e-02,2.087395150712832367e-02,2.070190707739311131e-02,2.122635785539717795e-02,2.171328598981671354e-02,2.233935921792260665e-02,2.230289215682281986e-02,2.275963261099796589e-02,2.330693730549902171e-02,2.303007780448067254e-02,2.292293756619147652e-02,2.260956561507130105e-02
1.435011833604886607e-02,1.477854772301420185e-02,1.516330496537672545e-02,1.626982976374746412e-02,1.729977691649692284e-02,1.846519563136456155e-02,1.895412035437879852e-02,1.870349662729126755e-02,1.965297917718943077e-02,2.017809103462321271e-02,2.086735196945008544e-02,2.151524636048881764e-02,2.184853701221996583e-02,2.151577846843179959e-02,2.202759662118127654e-02,2.186828128309577235e-02,2.228110121792263934e-02,2.272729615478617099e-02,2.337538205498982877e-02,2.337564192871692537e-02,2.381201578411406422e-02,2.435932047861512004e-02,2.410443793279025068e-02,2.393619789816704355e-02,2.375230207128312121e-02
1.436463561303461152e-02,1.477269840122194186e-02,1.525968752545819353e-02,1.635100215071283794e-02,1.734719699185333780e-02,1.851261570672097997e-02,1.896080723217921302e-02,1.864908370875766747e-02,1.959856625865582722e-02,2.010331151731160546e-02,2.084172440325864073e-02,2.144888559674136205e-02,2.176180964969450307e-02,2.140868450712833659e-02,2.192123283706721992e-02,2.172672215682284677e-02,2.211917549287172047e-02,2.261234168024441743e-02,2.326042758044807521e-02,2.324032085539717157e-02,2.374033467413442719e-02,2.428763936863548301e-02,2.414716966191449501e-02,2.391782983095726636e-02,2.369320080651732968e-02
