INFO:root:Version : 7
INFO:root:Time start : 2016-06-03-23-20-28
INFO:root:Input data :GBPUSD240.csv
INFO:root:Parameter setting :
INFO:root:epsilon = 0.1
INFO:root:transaction_cost = 0.0005
INFO:root:epoch =500
INFO:root:max_memory = 1000000
INFO:root:batch_size = 200
INFO:root:look back term = 300
INFO:root:hidden_size = 600
INFO:root:training period = 50 ~ 10050
INFO:root:learning rate = 0.1
INFO:root:discount rate = 0.9
INFO:root:step_size = 10
INFO:root:activation function = relu
INFO:root:accumulate return : -2.3272
INFO:root:accumulate return : -2.2764
INFO:root:accumulate return : -2.7022
INFO:root:accumulate return : -2.3236
INFO:root:accumulate return : -2.2149
INFO:root:accumulate return : -2.2137
INFO:root:accumulate return : -2.3559
INFO:root:accumulate return : -2.4623
INFO:root:accumulate return : -2.3039
INFO:root:accumulate return : -2.3466
INFO:root:accumulate return : -1.201
INFO:root:accumulate return : -1.2445
INFO:root:accumulate return : -1.1486
INFO:root:accumulate return : -1.1349
INFO:root:accumulate return : -1.3896
INFO:root:accumulate return : -1.2232
INFO:root:accumulate return : -1.3244
INFO:root:accumulate return : -1.5336
INFO:root:accumulate return : -1.3313
INFO:root:accumulate return : -1.1475
INFO:root:accumulate return : -0.9391
INFO:root:accumulate return : -0.6661
INFO:root:accumulate return : -0.5863
INFO:root:accumulate return : -0.7803
INFO:root:accumulate return : -0.7536
INFO:root:accumulate return : -0.8824
INFO:root:accumulate return : -0.7459
INFO:root:accumulate return : -0.6343
INFO:root:accumulate return : -0.6648
INFO:root:accumulate return : -0.7006
INFO:root:accumulate return : -0.2338
INFO:root:accumulate return : -0.4815
INFO:root:accumulate return : -0.3079
INFO:root:accumulate return : -0.2197
INFO:root:accumulate return : -0.3446
INFO:root:accumulate return : -0.3971
INFO:root:accumulate return : -0.3659
INFO:root:accumulate return : -0.4944
INFO:root:accumulate return : -0.4015
INFO:root:accumulate return : -0.4092
INFO:root:accumulate return : -0.152
INFO:root:accumulate return : -0.205
INFO:root:accumulate return : -0.361
INFO:root:accumulate return : -0.2206
INFO:root:accumulate return : -0.3331
INFO:root:accumulate return : -0.2655
INFO:root:accumulate return : -0.3183
INFO:root:accumulate return : -0.168
INFO:root:accumulate return : -0.0745
INFO:root:accumulate return : -0.3756
INFO:root:accumulate return : -0.1489
INFO:root:accumulate return : -0.167
INFO:root:accumulate return : -0.0357
INFO:root:accumulate return : -0.2099
INFO:root:accumulate return : 0.0944
INFO:root:accumulate return : -0.1787
INFO:root:accumulate return : -0.1386
INFO:root:accumulate return : 0.069
INFO:root:accumulate return : 0.1199
INFO:root:accumulate return : -0.2637
INFO:root:accumulate return : 0.1673
INFO:root:accumulate return : 0.2029
INFO:root:accumulate return : 0.1237
INFO:root:accumulate return : 0.182
INFO:root:accumulate return : 0.2717
INFO:root:accumulate return : 0.2329
INFO:root:accumulate return : 0.0983
INFO:root:accumulate return : 0.1282
INFO:root:accumulate return : 0.1576
INFO:root:accumulate return : 0.156
INFO:root:accumulate return : -0.0516
INFO:root:accumulate return : 0.0926
INFO:root:accumulate return : 0.2327
INFO:root:accumulate return : 0.0677
INFO:root:accumulate return : 0.148
INFO:root:accumulate return : 0.1736
INFO:root:accumulate return : 0.1318
INFO:root:accumulate return : 0.013
INFO:root:accumulate return : -0.0052
INFO:root:accumulate return : 0.1802
INFO:root:accumulate return : 0.4394
INFO:root:accumulate return : 0.4187
INFO:root:accumulate return : 0.4009
INFO:root:accumulate return : 0.3211
INFO:root:accumulate return : 0.387
INFO:root:accumulate return : 0.1252
INFO:root:accumulate return : 0.2997
INFO:root:accumulate return : 0.4942
INFO:root:accumulate return : 0.3331
INFO:root:accumulate return : 0.2489
INFO:root:accumulate return : 0.6512
INFO:root:accumulate return : 0.5026
INFO:root:accumulate return : 0.7863
INFO:root:accumulate return : 0.363
INFO:root:accumulate return : 0.5746
INFO:root:accumulate return : 0.5593
INFO:root:accumulate return : 0.403
INFO:root:accumulate return : 0.7359
INFO:root:accumulate return : 0.4235
INFO:root:accumulate return : 0.5947
INFO:root:accumulate return : 0.6737
INFO:root:accumulate return : 0.6313
INFO:root:accumulate return : 0.8111
INFO:root:accumulate return : 0.8553
INFO:root:accumulate return : 0.7147
INFO:root:accumulate return : 0.8377
INFO:root:accumulate return : 0.888
INFO:root:accumulate return : 0.5699
INFO:root:accumulate return : 0.729
INFO:root:accumulate return : 0.8931
INFO:root:accumulate return : 0.6815
INFO:root:accumulate return : 0.7866
INFO:root:accumulate return : 0.7836
INFO:root:accumulate return : 0.6506
INFO:root:accumulate return : 0.747
INFO:root:accumulate return : 0.8101
INFO:root:accumulate return : 0.7689
INFO:root:accumulate return : 0.3044
INFO:root:accumulate return : 0.7792
INFO:root:accumulate return : 0.7711
INFO:root:accumulate return : 1.0135
INFO:root:accumulate return : 0.8287
INFO:root:accumulate return : 1.001
INFO:root:accumulate return : 0.7878
INFO:root:accumulate return : 0.9061
INFO:root:accumulate return : 0.7631
INFO:root:accumulate return : 0.7871
INFO:root:accumulate return : 0.8181
INFO:root:accumulate return : 1.0963
INFO:root:accumulate return : 0.7849
INFO:root:accumulate return : 0.8622
INFO:root:accumulate return : 0.8962
INFO:root:accumulate return : 0.5804
INFO:root:accumulate return : 0.8146
INFO:root:accumulate return : 0.9156
INFO:root:accumulate return : 0.7408
INFO:root:accumulate return : 0.9119
INFO:root:accumulate return : 0.7129
INFO:root:accumulate return : 0.9576
INFO:root:accumulate return : 0.7767
INFO:root:accumulate return : 0.4651
INFO:root:accumulate return : 0.8311
INFO:root:accumulate return : 0.4442
INFO:root:accumulate return : 0.8534
INFO:root:accumulate return : 0.793
INFO:root:accumulate return : 0.9667
INFO:root:accumulate return : 0.8554
INFO:root:accumulate return : 0.7601
INFO:root:accumulate return : 0.8443
INFO:root:accumulate return : 0.8555
INFO:root:accumulate return : 0.7874
INFO:root:accumulate return : 0.5686
INFO:root:accumulate return : 0.7313
INFO:root:accumulate return : 0.6936
INFO:root:accumulate return : 1.0262
INFO:root:accumulate return : 0.9706
INFO:root:accumulate return : 0.8869
INFO:root:accumulate return : 0.8241
INFO:root:accumulate return : 0.9315
INFO:root:accumulate return : 1.102
INFO:root:accumulate return : 0.7069
INFO:root:accumulate return : 1.0702
INFO:root:accumulate return : 0.9838
INFO:root:accumulate return : 0.8035
INFO:root:accumulate return : 0.7874
INFO:root:accumulate return : 0.753
INFO:root:accumulate return : 0.8062
INFO:root:accumulate return : 0.8634
INFO:root:accumulate return : 0.9999
INFO:root:accumulate return : 0.7778
INFO:root:accumulate return : 1.1314
INFO:root:accumulate return : 0.7856
INFO:root:accumulate return : 0.7745
INFO:root:accumulate return : 0.8568
INFO:root:accumulate return : 0.5689
INFO:root:accumulate return : 0.8378
INFO:root:accumulate return : 0.7569
INFO:root:accumulate return : 0.7263
INFO:root:accumulate return : 0.6924
INFO:root:accumulate return : 0.7098
INFO:root:accumulate return : 1.2137
INFO:root:accumulate return : 1.0828
INFO:root:accumulate return : 0.9843
INFO:root:accumulate return : 1.0808
INFO:root:accumulate return : 0.7937
INFO:root:accumulate return : 1.055
INFO:root:accumulate return : 0.8103
INFO:root:accumulate return : 1.0261
INFO:root:accumulate return : 0.9652
INFO:root:accumulate return : 0.8443
INFO:root:accumulate return : 1.1495
INFO:root:accumulate return : 1.0179
INFO:root:accumulate return : 1.2905
INFO:root:accumulate return : 1.2537
INFO:root:accumulate return : 1.1753
INFO:root:accumulate return : 1.147
INFO:root:accumulate return : 1.1894
INFO:root:accumulate return : 1.1659
INFO:root:accumulate return : 1.0124
INFO:root:accumulate return : 0.9963
INFO:root:accumulate return : 1.355
INFO:root:accumulate return : 1.4631
INFO:root:accumulate return : 1.1396
INFO:root:accumulate return : 1.3539
INFO:root:accumulate return : 1.5564
INFO:root:accumulate return : 1.2255
INFO:root:accumulate return : 1.5262
INFO:root:accumulate return : 1.384
INFO:root:accumulate return : 1.3912
INFO:root:accumulate return : 1.1848
INFO:root:accumulate return : 1.2955
INFO:root:accumulate return : 1.3217
INFO:root:accumulate return : 1.3668
INFO:root:accumulate return : 1.5026
INFO:root:accumulate return : 1.2517
INFO:root:accumulate return : 1.5982
INFO:root:accumulate return : 1.173
INFO:root:accumulate return : 1.2043
INFO:root:accumulate return : 1.3585
INFO:root:accumulate return : 1.5437
INFO:root:accumulate return : 1.5314
INFO:root:accumulate return : 1.1571
