,accumulate return
365,0.01029
366,0.02313
367,0.02531
368,0.02853
369,0.01952
370,0.02508
371,0.02875
372,0.02863
373,0.02945
374,0.01261
375,0.01935
376,0.02441
377,0.02297
378,0.01216
379,0.02935
380,0.02667
381,0.02665
382,0.02229
383,0.02043
384,0.01915
385,0.01736
386,0.02832
387,-0.00308
388,0.02009
389,0.01884
390,0.02297
391,0.01948
392,0.01956
393,0.01737
394,0.00201
395,0.02182
396,0.02316
397,0.00142
398,0.02029
399,0.01967
400,0.00134
401,0.02366
402,0.02099
403,-0.00318
404,0.02121
405,0.0292
406,0.01936
407,-0.00631
408,0.02511
409,0.026
410,0.01924
411,0.0264
412,0.02178
413,0.01781
414,0.00849
415,0.0259
416,0.02265
417,0.02284
418,0.0077
419,0.01459
420,0.02301
421,0.02452
422,0.01231
423,0.01723
424,0.03127
425,0.02236
426,0.0222
427,0.02889
428,0.02263
429,0.02688
430,0.02665
431,0.02544
432,0.0196
433,-0.01139
434,0.0308
435,0.0006
436,0.02672
437,0.00092
438,0.02661
439,0.02468
440,0.02901
441,0.01909
442,0.02701
443,0.02344
444,0.02238
445,0.02449
446,0.02559
447,0.02679
448,0.02671
449,0.02697
450,0.02913
451,0.02594
452,0.01705
453,0.02488
454,0.02039
455,0.01772
456,0.01866
457,0.02509
458,0.01665
459,0.01923
460,0.02632
461,0.00814
462,0.01881
463,0.02867
464,0.02548
465,0.01734
466,0.02802
467,0.02272
468,0.02697
469,0.0292
470,0.02933
471,0.01927
472,0.01981
473,0.01362
474,0.02882
475,0.0239
476,0.02462
477,0.02259
478,0.01914
479,-0.005
480,-0.03491
481,0.01509
482,0.029
483,0.02539
484,0.01734
485,0.01641
486,0.02171
487,0.01914
488,0.02663
489,0.01887
490,0.02759
491,0.02488
492,0.02587
493,0.02305
494,0.02731
495,0.01649
496,0.02201
497,0.02166
498,0.03128
499,0.02904
