,accumulate return
161,-0.02109
162,-0.00064
163,-0.0179
164,-0.00054
165,-0.01028
166,-0.00784
167,-0.00459
168,-0.00273
169,-0.00729
170,0.00331
171,-0.01871
172,-0.00377
173,-0.0061
174,-0.00809
175,-0.0101
176,-0.00596
177,-0.00068
178,0.000869999999999
179,-0.00911
180,-0.00502
181,-0.00393
182,-0.00576
183,-0.01375
184,-0.00541
185,0.00425
186,-0.00976
187,-0.01144
188,-0.00198
189,-0.01376
190,-0.01811
191,-0.00131
192,-0.00766
193,0.00212
194,-0.01111
195,0.00114
196,-0.01
197,-0.01853
198,-0.00777
199,-0.00361
200,-0.00897
201,-0.00216
202,-0.00826
203,-0.00628
204,-0.00242
205,-0.00198
206,-0.00444
207,-8.00000000005e-05
208,-0.01516
209,-0.01057
210,-0.00554
211,-0.00971
212,-0.00654
213,-0.00521
214,-0.00843
215,-0.00169
216,-0.00623
217,0.01068
218,-0.00734
219,-0.01807
220,-0.00844
221,-0.00332
222,-0.01504
223,0.001
224,-0.01065
225,-0.0202
226,0.00454
227,-0.01064
228,-0.0059
229,-0.00179
230,0.00033
231,-0.00878
232,-0.00154
233,0.0077
234,-0.00531
235,-0.00556
236,-0.00508
237,-0.00338
238,-0.00566
239,-0.01271
240,-0.00096
241,-0.00176
242,-0.00046
243,-0.00347
244,-0.00099
245,-0.00874
246,-0.00642
247,-0.00119
248,-0.01275
249,-0.00607
250,-0.00062
251,0.00977
252,-0.01943
253,-0.00512
254,-0.00999
255,-0.00977
256,-0.0138
257,-0.01773
258,-0.00231
259,-0.00872
260,-0.00424
261,0.0
262,-0.00258
263,-0.00377
264,-0.00306
265,-0.00725
266,-3.00000000001e-05
267,-0.00517
268,-0.00468
269,-0.00945
270,-0.00355
271,-0.00329
272,-0.00759
273,-0.00588
274,-0.01115
275,-0.00964
276,-0.00987
277,-0.00106
278,-0.00245
279,-0.01047
280,-0.00729
281,-0.00379
282,-0.00155
283,-0.00478
284,-0.00948
285,-0.00402
286,-0.002
287,0.0012
288,-0.00736
289,-0.00621
290,-0.01534
291,-0.00065
292,-0.01495
293,-0.00184
294,-0.00495
295,-0.01297
296,0.0029
297,-0.01609
298,-0.00482
299,-0.00897
300,-0.00825
301,-0.00507
302,-0.00185
303,0.0
304,-0.00268
305,-0.0039
306,-0.01677
307,0.00058
308,-0.00106
309,-0.00204
310,-0.00423
311,-0.0109
312,-0.0115
313,-0.00167
314,0.0
315,-0.00322
316,-0.00098
317,-0.00221
318,0.00662
319,-0.00816
320,-0.00795
321,-0.00407
322,0.00851
323,-0.01595
324,-0.00599
325,0.0
326,-0.00329
327,-0.01615
328,-0.00644
329,-0.01563
330,-0.00755
331,-0.00847
332,-0.00306
333,-0.00734
334,0.0
335,-0.00635
336,-0.00476
337,-0.01055
338,-0.00647
339,-0.0038
340,-0.00243
341,-0.01366
342,-0.00411
343,0.0
344,-0.00101
345,-0.00383
346,-0.00338
347,-0.01242
348,-0.00484
349,-0.01555
350,-0.00086
351,-0.01031
352,-0.00422
353,-0.00092
354,-0.00353
355,6.00000000001e-05
356,-0.01141
357,-0.00558
358,0.0
359,-0.00759
360,-0.00591
361,-0.0015
362,-0.01693
363,-0.00346
364,-0.00065
365,-0.00842
366,-0.00248
367,-0.00203
368,-0.00881
369,-0.00973
370,-0.01478
371,-0.02902
372,-0.00381
373,-0.00528
374,-0.00554
375,-0.02529
376,-0.0103
377,-0.00701
378,-0.00419
379,-0.02269
380,-0.0031
381,-0.00207
382,-0.00171
383,-0.0142
384,-0.00332
385,0.00025
386,-0.0128
387,-0.00064
388,-0.00241
389,-0.00735
390,-0.00341
391,-0.01649
392,-0.01155
393,-0.00354
394,0.01178
395,-0.00896
396,-0.00342
397,-0.0018
398,-0.00604
399,-0.01097
400,-0.00491
401,-0.00732
402,0.00538
403,-0.00554
404,-0.01275
405,-0.00259
406,-0.00886
407,-0.00749
408,-0.00107
409,-0.00865
410,-0.00696
411,-0.00249
412,-0.01277
413,-0.00253
414,-0.00388
415,-0.00687
416,-0.00702
417,-0.00542
418,-0.00658
419,-0.00477
420,-0.00525
421,-0.01834
422,-0.00523
423,0.00027
424,-0.00248
425,-0.00259
426,-0.00643
427,-0.0263
428,-0.0131
429,-0.0136
430,-0.00342
431,-0.00681
432,-0.01204
433,-0.0085
434,-0.00843
435,-0.02583
436,-0.00589
437,0.00781
438,-0.00251
439,-0.0106
440,-0.01272
441,-0.02063
442,-0.00504
443,0.0
444,-0.00143
445,-0.00611
446,-0.00402
447,-0.01152
448,-0.01153
449,-0.00888
450,-0.01773
451,-0.00765
452,-0.00776
453,-0.01465
454,-0.01073
455,-0.00237
456,-0.00549
457,-0.01275
458,-0.00987
459,-0.00244
460,-0.00942
461,-0.00986
462,-0.01601
463,-0.00965
464,-0.00707
465,-0.01308
466,-0.0068
467,-0.0057
468,-0.00132
469,-0.00119
470,-0.001
471,-0.00577
472,-0.00988
473,-0.00864
474,-0.00446
475,-0.004
476,-0.00126
477,-0.01022
478,0.00063
479,-0.00953
480,-0.00044
481,-0.00873
482,-0.00321
483,-0.00365
484,-0.00293
485,-0.00556
486,-0.00331
487,-0.00041
488,-0.00732
489,0.01389
490,-0.011
491,-0.00187
492,-0.00665
493,-0.01265
494,-0.00023
495,-0.01058
496,-0.01214
497,-0.00731
498,-0.00717
499,-0.00312
