,accumulate return
1780,0.04377
1781,0.05733
1782,0.06704
1783,0.03601
1784,0.04663
1785,0.05168
1786,0.07811
1787,0.05605
1788,0.000149999999998
1789,0.04639
1790,0.0605
1791,0.07305
1792,0.05057
1793,0.06376
1794,0.04785
1795,0.01956
1796,0.07263
1797,0.02298
1798,0.03612
1799,0.03704
1800,0.02347
1801,0.03634
1802,0.05955
1803,0.06495
1804,0.04857
1805,0.03417
1806,0.01873
1807,0.06694
1808,0.08212
1809,0.06581
1810,0.01839
1811,0.07359
1812,0.01515
1813,0.0784
1814,0.08161
1815,0.07845
1816,0.0192
1817,0.0565
1818,0.04236
1819,0.05251
1820,0.01043
1821,0.04148
1822,0.06899
1823,0.0258
1824,0.03982
1825,0.05033
1826,0.05425
1827,0.06497
1828,0.0783
1829,0.04991
1830,0.02102
1831,0.03248
1832,0.07089
1833,0.06462
1834,0.07878
1835,0.03078
1836,0.02836
1837,0.06887
1838,0.06753
1839,0.07876
1840,0.05697
1841,0.05097
1842,0.04021
1843,0.07284
1844,0.0476
1845,0.05968
1846,0.06648
1847,0.04602
1848,0.01268
1849,0.03877
1850,0.05113
1851,0.02126
1852,0.0627
1853,0.06072
1854,0.06129
1855,0.03206
1856,-0.00326
1857,0.06379
1858,0.05761
1859,0.03611
1860,0.06163
1861,0.05138
1862,0.06475
1863,0.07841
1864,0.05822
1865,0.04749
1866,0.03574
1867,0.00534
1868,0.07607
1869,0.04533
1870,0.05609
1871,0.06898
1872,0.05412
1873,0.03746
1874,0.08329
1875,0.03419
1876,0.01922
1877,0.06935
1878,0.05926
1879,0.02253
1880,0.01671
1881,0.01049
1882,0.01102
1883,-0.00678
1884,0.04645
1885,0.06931
1886,0.01217
1887,0.01966
1888,0.04268
1889,0.07921
1890,0.05597
1891,0.03036
1892,0.06891
1893,0.03613
1894,0.052
1895,0.05402
1896,0.04829
1897,0.05701
1898,0.05516
1899,0.10084
1900,0.01567
1901,0.07761
1902,0.0595
1903,-0.00042
1904,0.05403
1905,0.02009
1906,0.03148
1907,0.06555
1908,0.0743
1909,0.05648
1910,0.06357
1911,0.06138
1912,0.07595
1913,0.05664
1914,0.06102
1915,0.04169
1916,0.06429
1917,0.03554
1918,0.03069
1919,0.05542
1920,0.05165
1921,0.07154
1922,0.05849
1923,0.05276
1924,0.07505
1925,0.05742
1926,0.06971
1927,0.05181
1928,-0.01163
1929,0.04284
1930,0.0095
1931,0.04955
1932,0.0354
1933,0.02515
1934,0.04818
1935,0.01965
1936,0.0359
1937,0.02431
1938,0.04616
1939,0.04531
1940,0.0064
1941,0.05293
1942,0.04805
1943,0.05597
1944,0.04976
1945,0.0169
1946,0.03282
1947,0.06445
1948,0.00531999999999
1949,0.04765
1950,0.04552
1951,0.04669
1952,0.06953
1953,0.06257
1954,0.02806
1955,0.06039
1956,0.0374
1957,0.03905
1958,0.01445
1959,0.05832
1960,0.02549
1961,0.04441
1962,0.04817
1963,0.07127
1964,0.05277
1965,0.08362
1966,0.08204
1967,0.05212
1968,0.06401
1969,0.01156
1970,0.05139
1971,0.05845
1972,0.06225
1973,0.00879
1974,0.05267
1975,0.05224
1976,0.04027
1977,0.04321
1978,0.05633
1979,0.07518
1980,0.06451
1981,0.08078
1982,0.02635
1983,0.03519
1984,0.02348
1985,0.07476
1986,0.07672
1987,0.03157
1988,0.1173
1989,0.04557
1990,0.05473
1991,0.04985
1992,0.03892
1993,0.06474
1994,0.00987
1995,0.04884
1996,0.06755
1997,0.06102
1998,0.02538
1999,0.06226
