,accumulate return
160,-0.000779999999999
161,-0.00739
162,-0.00133
163,-0.0284
164,-0.03154
165,-0.01094
166,-0.0007
167,0.00141
168,-0.01465
169,0.00408
170,-0.000599999999999
171,-0.00759
172,-0.01069
173,0.00118
174,-0.00878
175,-0.0129
176,-0.01218
177,-0.00115
178,0.00857
179,-0.01265
180,-0.00717
181,-0.000129999999999
182,-0.03671
183,-0.01643
184,-0.01225
185,-0.01776
186,0.02259
187,-0.01502
188,0.01471
189,-0.02513
190,-0.01279
191,-0.00524
192,-0.01686
193,-0.00133
194,-0.00899
195,-0.00624
196,-0.04268
197,-0.01229
198,-0.04314
199,-0.02432
200,-0.01931
201,-0.00407
202,-0.00808
203,-0.01048
204,-0.00579
205,-0.00027
206,0.01316
207,-0.01235
208,-0.02192
209,-0.01644
210,-0.06134
211,-0.02843
212,-0.00635
213,-0.00355
214,-0.00202
215,-0.00962
216,-0.00995
217,-0.0004
218,-0.00812
219,0.0
220,-0.00171
221,-0.01056
222,-0.01621
223,-0.01383
224,-0.02506
225,-0.00856
226,-0.02053
227,-0.03442
228,-0.03117
229,-0.00338
230,-0.00972
231,-0.01303
232,-0.01917
233,-0.0065
234,-0.03353
235,-0.0105
236,-0.00991
237,-0.00785
238,-0.01286
239,-0.01977
240,-0.02764
241,-0.02301
242,-0.00085
243,-0.02906
244,-0.00969
245,-0.0063
246,-0.00914
247,-0.01107
248,-0.02024
249,-0.02075
250,-0.00469
251,-0.00111
252,-0.01114
253,-0.00922
254,-0.01289
255,-0.01896
256,-0.04579
257,-0.00558
258,-0.03091
259,-0.02436
260,-0.01683
261,-0.00443
262,-0.00973
263,-0.00872
264,-0.01651
265,-0.00956
266,-0.00745
267,-0.01644
268,-0.03276
269,-0.03829
270,-0.00899
271,-0.00937
272,-0.00873
273,-0.01394
274,-0.00506
275,-0.03161
276,-0.01127
277,-0.00968
278,-0.03556
279,-0.02906
280,-0.03519
281,-0.01832
282,-0.01785
283,-0.01954
284,-0.00108
285,-0.01251
286,-0.00287
287,-0.00682
288,-0.02855
289,-0.02104
290,-0.0322
291,-0.0384
292,-0.02828
293,-0.02719
294,-0.0317
295,-0.0267
296,-0.01698
297,-0.00141
298,-0.00162
299,-0.00612
300,-0.02637
301,-0.00639
302,-0.01944
303,0.00288
304,-0.01568
305,-0.00548
306,-0.00294
307,-0.00723
308,-0.00512
309,0.00807
310,-0.03097
311,-0.01987
312,-0.01849
313,-0.00127
314,-0.01303
315,-0.01933
316,0.0
317,0.0
318,-0.00144
319,-0.00928
320,-0.02154
321,-0.00458
322,-0.02758
323,-0.001
324,0.00924
325,-0.02202
326,-0.02067
327,-0.02514
328,-0.00331
329,-0.03067
330,-0.01749
331,-0.02031
332,-0.03686
333,-0.03802
334,-0.03684
335,-0.00843
336,-0.03279
337,-0.01658
338,-0.03698
339,-0.03375
340,-0.00978
341,-0.02067
342,-0.01348
343,-0.03263
344,-0.02475
345,-0.01979
346,-0.03587
347,-0.00125
348,-0.00922
349,-0.03821
350,-0.02544
351,-0.00473
352,-0.03498
353,-0.0127
354,-0.03194
355,-0.02816
356,-0.01289
357,-0.01389
358,-0.03148
359,-0.02272
360,-0.03049
361,-0.03234
362,-0.00348
363,-0.02394
364,-0.0017
365,-0.00096
366,-0.00721
367,-0.00992
368,-0.01693
369,0.00972
370,-0.00926
371,-0.0048
372,-0.00359
373,-0.0292
374,-0.01892
375,-0.01002
376,-0.01732
377,-0.0032
378,-0.00532
379,-0.02312
380,-0.01626
381,-0.03135
382,-0.01293
383,-0.03916
384,-0.02612
385,-0.01616
386,-0.01769
387,-0.01352
388,-0.01499
389,-0.01339
390,-0.01783
391,-0.0037
392,-0.01284
393,-0.00582
394,-0.02309
395,-0.01929
396,-0.02156
397,-0.00707
398,-0.02971
399,-0.04924
400,-0.00881
401,-0.03387
402,-0.03599
403,-0.01112
404,-0.02623
405,-0.0093
406,-0.03228
407,-0.0324
408,-0.03839
409,-0.03828
410,-0.03169
411,-0.03131
412,-0.01513
413,-0.00679
414,-0.0075
415,-0.03234
416,-0.0158
417,-0.0235
418,-0.00239
419,-0.02237
420,-0.01672
421,-0.02511
422,-0.0136
423,-0.0215
424,-0.02798
425,-0.02963
426,-0.01706
427,-0.02198
428,-0.02199
429,-0.00461
430,-0.00282
431,-0.0491
432,-0.02876
433,-0.01264
434,-0.03161
435,0.01233
436,-0.01499
437,-0.01114
438,-0.00568
439,-0.03069
440,-0.00282
441,-0.04265
442,-0.02442
443,-0.00433
444,-0.00468
445,-0.02908
446,0.0
447,-0.01266
448,-0.00309
449,-0.0044
450,-0.00441
451,-0.02736
452,-0.0277
453,-0.04622
454,-0.03671
455,-0.00342
456,-0.01952
457,-0.03089
458,-0.02528
459,-0.02736
460,-0.03045
461,-0.02637
462,-0.03419
463,-0.01838
464,-0.01964
465,0.00163
466,-0.02393
467,-0.00877
468,-0.00695
469,-0.02937
470,-0.00214
471,-0.00153
472,-0.00957
473,-0.02965
474,-0.03072
475,-0.02538
476,-0.02056
477,-0.02014
478,-0.0216
479,-0.02565
480,-0.04136
481,-0.04266
482,-0.01381
483,-0.00364
484,-0.02264
485,-0.00727
486,0.0058
487,-0.02046
488,-0.02867
489,-0.01083
490,-0.01232
491,-0.01992
492,-0.00292
493,-0.00205
494,-0.00354
495,-0.00639
496,-0.03057
497,-0.02641
498,-0.01093
499,-0.03938
