,accumulate return
1837,0.15601
1838,0.20705
1839,0.15645
1840,0.11853
1841,0.14404
1842,0.11637
1843,0.20767
1844,0.11021
1845,0.19415
1846,0.12989
1847,0.16532
1848,0.12198
1849,0.15376
1850,0.2069
1851,0.12787
1852,0.13999
1853,0.08353
1854,0.16475
1855,0.11287
1856,0.12571
1857,0.12801
1858,0.10492
1859,0.10936
1860,0.13847
1861,0.2309
1862,0.13442
1863,0.18166
1864,0.19677
1865,0.16157
1866,0.19056
1867,0.11094
1868,0.13612
1869,0.16237
1870,0.17425
1871,0.09871
1872,0.12641
1873,0.12187
1874,0.17705
1875,0.13949
1876,0.14812
1877,0.12699
1878,0.14603
1879,0.12933
1880,0.15539
1881,0.14075
1882,0.19491
1883,0.13879
1884,0.16087
1885,0.0916
1886,0.15711
1887,0.17941
1888,0.14415
1889,0.15757
1890,0.20559
1891,0.13051
1892,0.1001
1893,0.12969
1894,0.17387
1895,0.14485
1896,0.10516
1897,0.10415
1898,0.05037
1899,0.13232
1900,0.20806
1901,0.15251
1902,0.17944
1903,0.13978
1904,0.14613
1905,0.1951
1906,0.18359
1907,0.14785
1908,0.17779
1909,0.1036
1910,0.0921
1911,0.14799
1912,0.11486
1913,0.13157
1914,0.11813
1915,0.18027
1916,0.12063
1917,0.16276
1918,0.1955
1919,0.11426
1920,0.12295
1921,0.15663
1922,0.17256
1923,0.05954
1924,0.10504
1925,0.20012
1926,0.13226
1927,0.197
1928,0.16682
1929,0.12321
1930,0.18681
1931,0.13835
1932,0.11732
1933,0.12415
1934,0.1458
1935,0.16461
1936,0.17448
1937,0.13061
1938,0.10592
1939,0.15137
1940,0.12412
1941,0.19941
1942,0.20376
1943,0.12863
1944,0.1474
1945,0.12774
1946,0.0963
1947,0.17091
1948,0.20976
1949,0.22375
1950,0.15434
1951,0.11564
1952,0.14501
1953,0.11897
1954,0.08225
1955,0.21116
1956,0.20889
1957,0.13386
1958,0.11598
1959,0.18136
1960,0.09584
1961,0.15687
1962,0.15968
1963,0.20828
1964,0.12245
1965,0.16158
1966,0.13553
1967,0.10722
1968,0.13959
1969,0.0985
1970,0.163
1971,0.14095
1972,0.18947
1973,0.16724
1974,0.14982
1975,0.13788
1976,0.11505
1977,0.17494
1978,0.15217
1979,0.13296
1980,0.16316
1981,0.17064
1982,0.1181
1983,0.11682
1984,0.15983
1985,0.19181
1986,0.14544
1987,0.16254
1988,0.18933
1989,0.13916
1990,0.20748
1991,0.11165
1992,0.21563
1993,0.08371
1994,0.13028
1995,0.1425
1996,0.115
1997,0.18047
1998,0.09067
1999,0.11466
