,0,1,USDJPY,JPYEUR,EURGBP,GBPCHF
0,1999.01.05,8:00,0.597802197802,0.365726536,0.309461578672,0.721833855696
1,1999.01.05,12:00,0.597464074387,0.368679444973,0.304495556717,0.724020488083
2,1999.01.05,16:00,0.598309382925,0.373872849297,0.297699947726,0.726803474758
3,1999.01.05,20:00,0.602197802198,0.380099221635,0.301881860951,0.726869736345
4,1999.01.06,8:00,0.620625528318,0.354991455057,0.301881860951,0.726935997933
5,1999.01.06,12:00,0.611158072697,0.364254313255,0.293779404077,0.735019911607
6,1999.01.06,16:00,0.625697379544,0.364376822161,0.284892838474,0.744164010681
7,1999.01.06,20:00,0.631445477599,0.36523544244,0.277313120753,0.751386523718
8,1999.01.07,8:00,0.591377852916,0.392189094507,0.286199686357,0.744694103381
9,1999.01.07,12:00,0.604226542688,0.383481440747,0.289858860429,0.737802898282
10,1999.01.07,16:00,0.607776838546,0.377478292755,0.291688447465,0.738465514157
11,1999.01.07,20:00,0.596280642434,0.382352412209,0.296393099843,0.735947573832
12,1999.01.08,0:00,0.605240912933,0.376855592045,0.293256664924,0.737206543994
13,1999.01.08,4:00,0.590532544379,0.388139318228,0.29743857815,0.730845431595
14,1999.01.08,8:00,0.604395604396,0.379474405054,0.301097752222,0.72779739857
15,1999.01.08,12:00,0.606424344886,0.377353667978,0.296131730267,0.731309262707
16,1999.01.08,16:00,0.605409974641,0.395749258334,0.283324621014,0.741579808769
17,1999.01.08,20:00,0.597802197802,0.397918448847,0.284892838474,0.742176163057
18,1999.01.09,0:00,0.593237531699,0.401375146603,0.288552012546,0.739393176382
19,1999.01.11,0:00,0.585798816568,0.410664876358,0.285676947203,0.739658222732
20,1999.01.11,4:00,0.584784446323,0.41118389941,0.289336121275,0.736676451294
21,1999.01.11,8:00,0.578529163145,0.415088103793,0.290120230005,0.735616265894
22,1999.01.11,12:00,0.564158918005,0.429827469798,0.282279142708,0.739128130032
23,1999.01.11,16:00,0.560101437025,0.438770408365,0.283585990591,0.738995606857
24,1999.01.11,20:00,0.557396449704,0.445777113771,0.28672242551,0.736345143357
25,1999.01.12,0:00,0.574640743872,0.434887785862,0.282279142708,0.738266729394
26,1999.01.12,4:00,0.601690617075,0.407944501561,0.284892838474,0.737604113519
27,1999.01.12,8:00,0.61978021978,0.391935401625,0.286199686357,0.732965802395
28,1999.01.12,12:00,0.621639898563,0.388644376534,0.288029273393,0.731574309057
29,1999.01.12,16:00,0.614708368555,0.388770694008,0.293256664924,0.724683103958
30,1999.01.12,20:00,0.62113271344,0.381099816829,0.296131730267,0.722894041095
31,1999.01.13,0:00,0.620625528318,0.380974768878,0.293518034501,0.724020488083
32,1999.01.13,4:00,0.61978021978,0.381225076367,0.292995295348,0.723357872208
33,1999.01.13,8:00,0.604057480981,0.388013000755,0.294824882384,0.718255729971
34,1999.01.13,12:00,0.61504649197,0.363641557137,0.294302143231,0.715472743296
35,1999.01.13,16:00,0.637024513948,0.348474573689,0.296131730267,0.708515276609
36,1999.01.13,20:00,0.632459847844,0.357054217279,0.292995295348,0.714478819484
37,1999.01.14,0:00,0.636686390533,0.352571533881,0.292472556194,0.713153587734
38,1999.01.14,4:00,0.638038884193,0.356811315337,0.287506534239,0.714280034721
39,1999.01.14,8:00,0.643110735418,0.35064101357,0.289336121275,0.714081249959
40,1999.01.14,12:00,0.649873203719,0.345355568876,0.289074751699,0.716930498221
41,1999.01.14,16:00,0.634319526627,0.352450717672,0.290904338735,0.715141435359
42,1999.01.14,20:00,0.640743871513,0.345236022189,0.289074751699,0.713948726784
43,1999.01.15,0:00,0.63617920541,0.352450717672,0.287245164663,0.714346296309
44,1999.01.15,4:00,0.630600169062,0.356446962424,0.288813382122,0.712689756621
45,1999.01.15,8:00,0.622823330516,0.358878520888,0.286461055933,0.713683680434
46,1999.01.15,12:00,0.630938292477,0.358513321627,0.283324621014,0.719514700133
47,1999.01.15,16:00,0.648520710059,0.352450717672,0.278097229482,0.73230318652
48,1999.01.15,20:00,0.645139475909,0.35754023275,0.272347098798,0.735417481132
49,1999.01.16,0:00,0.649873203719,0.359853302461,0.275483533717,0.735417481132
50,1999.01.18,0:00,0.639222316145,0.363396539324,0.2767903816,0.732700756045
51,1999.01.18,4:00,0.642603550296,0.358391659069,0.277313120753,0.732369448107
52,1999.01.18,8:00,0.658326289096,0.347513545274,0.275483533717,0.734821126845
53,1999.01.18,12:00,0.653592561285,0.346433816521,0.275483533717,0.737405328757
54,1999.01.18,16:00,0.653423499577,0.348354392241,0.277835859906,0.735748789069
55,1999.01.18,20:00,0.651563820795,0.349436660039,0.277835859906,0.73362841827
56,1999.01.19,0:00,0.651563820795,0.351967876007,0.275744903293,0.734357295732
57,1999.01.19,4:00,0.658326289096,0.348354392241,0.277051751176,0.733495895095
58,1999.01.19,8:00,0.646322907861,0.353659726117,0.278097229482,0.731839355407
59,1999.01.19,12:00,0.641758241758,0.355597651976,0.272347098798,0.735815050657
60,1999.01.19,16:00,0.642941673711,0.356689864366,0.274960794564,0.73203814017
61,1999.01.19,20:00,0.637362637363,0.359731428316,0.27600627287,0.733297110332
62,1999.01.20,0:00,0.638038884193,0.360463096361,0.274699424987,0.734224772557
63,1999.01.20,4:00,0.633305156382,0.362662120648,0.272608468374,0.737007759232
64,1999.01.20,8:00,0.63550295858,0.367078577297,0.273131207527,0.737869159869
65,1999.01.20,12:00,0.639222316145,0.362906926874,0.275744903293,0.738001683044
66,1999.01.20,16:00,0.638377007608,0.364990001454,0.279404077365,0.738929345269
