,closeAsk,closeBid,complete,highAsk,highBid,lowAsk,lowBid,openAsk,openBid,time,volume
0,1.9199,1.9189,True,1.9207,1.9197,1.919,1.918,1.9198,1.9188,2005-01-02T18:00:00.000000Z,178
1,1.9167,1.9161,True,1.9207,1.92,1.9159,1.9153,1.9197,1.9187,2005-01-02T22:00:00.000000Z,1009
2,1.9058,1.9052,True,1.9167,1.9161,1.8985,1.8979,1.9167,1.9161,2005-01-03T02:00:00.000000Z,2445
3,1.9126,1.9121,True,1.9162,1.9157,1.9053,1.9047,1.9059,1.9053,2005-01-03T06:00:00.000000Z,5738
4,1.9076,1.9071,True,1.9127,1.9122,1.9063,1.9058,1.9125,1.912,2005-01-03T10:00:00.000000Z,6345
5,1.9041,1.9036,True,1.9096,1.9091,1.9019,1.9014,1.9076,1.9071,2005-01-03T14:00:00.000000Z,7407
6,1.9047,1.9042,True,1.9057,1.9052,1.9016,1.9011,1.9041,1.9036,2005-01-03T18:00:00.000000Z,3303
7,1.9066,1.9061,True,1.9069,1.9064,1.9027,1.9022,1.9047,1.9042,2005-01-03T22:00:00.000000Z,1206
8,1.908,1.9075,True,1.9087,1.9082,1.9055,1.905,1.9066,1.9061,2005-01-04T02:00:00.000000Z,1180
9,1.8953,1.8949,True,1.9081,1.9076,1.8946,1.8942,1.908,1.9075,2005-01-04T06:00:00.000000Z,7939
10,1.8949,1.8945,True,1.8977,1.8973,1.8918,1.8914,1.8954,1.895,2005-01-04T10:00:00.000000Z,9071
11,1.8838,1.8834,True,1.895,1.8946,1.8809,1.8805,1.895,1.8946,2005-01-04T14:00:00.000000Z,9943
12,1.8831,1.8827,True,1.8858,1.8854,1.8783,1.8779,1.8838,1.8834,2005-01-04T18:00:00.000000Z,5670
13,1.8845,1.884,True,1.8853,1.8848,1.882,1.8815,1.8827,1.8823,2005-01-04T22:00:00.000000Z,2014
14,1.8849,1.8844,True,1.8852,1.8847,1.8821,1.8816,1.8846,1.8841,2005-01-05T02:00:00.000000Z,1470
15,1.8755,1.8751,True,1.8856,1.8851,1.875,1.8746,1.8848,1.8843,2005-01-05T06:00:00.000000Z,8366
16,1.8807,1.8803,True,1.8811,1.8807,1.8733,1.8729,1.8755,1.8751,2005-01-05T10:00:00.000000Z,10395
17,1.8851,1.8847,True,1.89,1.8896,1.8795,1.8791,1.8806,1.8802,2005-01-05T14:00:00.000000Z,10371
18,1.8829,1.8825,True,1.8866,1.8862,1.8825,1.8821,1.8851,1.8847,2005-01-05T18:00:00.000000Z,4139
19,1.8855,1.8851,True,1.8858,1.8854,1.8827,1.8823,1.8831,1.8827,2005-01-05T22:00:00.000000Z,1205
20,1.8841,1.8837,True,1.8858,1.8854,1.8825,1.8821,1.8855,1.8851,2005-01-06T02:00:00.000000Z,1086
21,1.8714,1.871,True,1.8844,1.884,1.8706,1.8702,1.8841,1.8837,2005-01-06T06:00:00.000000Z,8651
22,1.874,1.8736,True,1.8751,1.8747,1.8701,1.8697,1.8715,1.8711,2005-01-06T10:00:00.000000Z,8910
23,1.8746,1.8742,True,1.8795,1.8791,1.8728,1.8724,1.874,1.8736,2005-01-06T14:00:00.000000Z,9432
24,1.8755,1.8751,True,1.876,1.8756,1.873,1.8726,1.8747,1.8743,2005-01-06T18:00:00.000000Z,4551
25,1.877,1.8765,True,1.8779,1.8774,1.8744,1.8739,1.8755,1.8751,2005-01-06T22:00:00.000000Z,1229
26,1.8786,1.8781,True,1.8799,1.8794,1.876,1.8755,1.877,1.8765,2005-01-07T02:00:00.000000Z,1045
27,1.8822,1.8818,True,1.8833,1.8829,1.8758,1.8754,1.8788,1.8783,2005-01-07T06:00:00.000000Z,7129
28,1.8829,1.8825,True,1.8852,1.8848,1.8767,1.876,1.8822,1.8818,2005-01-07T10:00:00.000000Z,9002
29,1.866,1.8656,True,1.8867,1.8863,1.8649,1.8645,1.8829,1.8825,2005-01-07T14:00:00.000000Z,11571
30,1.8716,1.8706,True,1.8735,1.8731,1.8657,1.8653,1.8661,1.8657,2005-01-07T18:00:00.000000Z,4969
31,1.8715,1.8705,True,1.8725,1.8715,1.8702,1.8692,1.8705,1.8695,2005-01-09T18:00:00.000000Z,161
32,1.8719,1.8714,True,1.8729,1.8719,1.8697,1.8687,1.8713,1.8703,2005-01-09T22:00:00.000000Z,738
33,1.8726,1.8721,True,1.8759,1.8754,1.8715,1.871,1.8722,1.8717,2005-01-10T02:00:00.000000Z,922
34,1.8758,1.8754,True,1.8779,1.8775,1.8718,1.8713,1.8727,1.8722,2005-01-10T06:00:00.000000Z,7318
35,1.8782,1.8778,True,1.8796,1.8792,1.8743,1.8739,1.8758,1.8754,2005-01-10T10:00:00.000000Z,8706
36,1.8734,1.873,True,1.8782,1.8778,1.872,1.8716,1.8782,1.8778,2005-01-10T14:00:00.000000Z,9030
37,1.8756,1.8752,True,1.8773,1.8769,1.8721,1.8717,1.8734,1.873,2005-01-10T18:00:00.000000Z,4677
38,1.8782,1.8778,True,1.8785,1.8781,1.8753,1.8749,1.8754,1.875,2005-01-10T22:00:00.000000Z,1369
39,1.8817,1.8813,True,1.8825,1.8821,1.878,1.8776,1.8781,1.8777,2005-01-11T02:00:00.000000Z,1125
40,1.878,1.8776,True,1.8824,1.882,1.8754,1.875,1.8818,1.8814,2005-01-11T06:00:00.000000Z,7512
41,1.8775,1.8771,True,1.8802,1.8798,1.8762,1.8758,1.878,1.8776,2005-01-11T10:00:00.000000Z,8570
42,1.8787,1.8783,True,1.8812,1.8808,1.8757,1.8753,1.8775,1.8771,2005-01-11T14:00:00.000000Z,9371
43,1.8781,1.8777,True,1.8799,1.8795,1.8771,1.8767,1.8787,1.8783,2005-01-11T18:00:00.000000Z,4771
44,1.8775,1.8771,True,1.8801,1.8797,1.8765,1.8761,1.8781,1.8777,2005-01-11T22:00:00.000000Z,1416
45,1.8777,1.8773,True,1.878,1.8776,1.8764,1.876,1.8774,1.877,2005-01-12T02:00:00.000000Z,717
46,1.8728,1.8724,True,1.8787,1.8783,1.87,1.8696,1.8778,1.8774,2005-01-12T06:00:00.000000Z,7648
47,1.8861,1.8857,True,1.8877,1.887,1.8707,1.8703,1.8729,1.8725,2005-01-12T10:00:00.000000Z,9695
48,1.8932,1.8928,True,1.8941,1.8937,1.8858,1.8854,1.8863,1.8859,2005-01-12T14:00:00.000000Z,9574
49,1.8909,1.8905,True,1.8939,1.8935,1.8908,1.8904,1.8932,1.8928,2005-01-12T18:00:00.000000Z,3969
50,1.8896,1.8891,True,1.8922,1.8918,1.8895,1.889,1.8911,1.8907,2005-01-12T22:00:00.000000Z,2086
51,1.8909,1.8904,True,1.8909,1.8904,1.889,1.8885,1.8896,1.8891,2005-01-13T02:00:00.000000Z,2167
52,1.8896,1.8892,True,1.8933,1.8929,1.8868,1.8859,1.8908,1.8903,2005-01-13T06:00:00.000000Z,8175
53,1.8825,1.8821,True,1.8896,1.8892,1.8799,1.8791,1.8896,1.8892,2005-01-13T10:00:00.000000Z,9525
54,1.8833,1.8829,True,1.8848,1.8844,1.8803,1.8799,1.8826,1.8822,2005-01-13T14:00:00.000000Z,9418
55,1.8827,1.8823,True,1.8837,1.8833,1.8796,1.8792,1.8833,1.8829,2005-01-13T18:00:00.000000Z,4106
56,1.8783,1.8778,True,1.8829,1.8825,1.8761,1.8756,1.8826,1.8822,2005-01-13T22:00:00.000000Z,1266
57,1.872,1.8715,True,1.8782,1.8777,1.8711,1.8706,1.8782,1.8777,2005-01-14T02:00:00.000000Z,3075
58,1.8719,1.8715,True,1.8745,1.874,1.8644,1.864,1.8721,1.8716,2005-01-14T06:00:00.000000Z,8507
59,1.8687,1.8683,True,1.8735,1.8731,1.8674,1.867,1.8719,1.8715,2005-01-14T10:00:00.000000Z,9615
60,1.8677,1.8673,True,1.8745,1.8741,1.8665,1.8661,1.8687,1.8683,2005-01-14T14:00:00.000000Z,10689
61,1.8711,1.8701,True,1.8716,1.8706,1.8669,1.8665,1.8675,1.8671,2005-01-14T18:00:00.000000Z,1592
62,1.8703,1.8693,True,1.871,1.87,1.8698,1.8688,1.8701,1.8691,2005-01-16T18:00:00.000000Z,127
63,1.8708,1.8703,True,1.8719,1.8712,1.8695,1.8685,1.8704,1.8694,2005-01-16T22:00:00.000000Z,650
64,1.8733,1.8728,True,1.8734,1.8729,1.8708,1.8703,1.8708,1.8703,2005-01-17T02:00:00.000000Z,606
65,1.8697,1.8693,True,1.8752,1.8748,1.8697,1.8693,1.8733,1.8728,2005-01-17T06:00:00.000000Z,5728
66,1.8633,1.8629,True,1.8705,1.8701,1.8613,1.8609,1.8697,1.8693,2005-01-17T10:00:00.000000Z,7837
67,1.8614,1.861,True,1.8632,1.8628,1.8588,1.8584,1.8632,1.8628,2005-01-17T14:00:00.000000Z,5963
68,1.8598,1.8594,True,1.8624,1.862,1.8594,1.859,1.8613,1.8609,2005-01-17T18:00:00.000000Z,607
69,1.8567,1.8562,True,1.8622,1.8617,1.856,1.8555,1.8598,1.8594,2005-01-17T22:00:00.000000Z,2544
70,1.8597,1.8592,True,1.8606,1.8601,1.8546,1.8541,1.8567,1.8562,2005-01-18T02:00:00.000000Z,1902
71,1.8641,1.8637,True,1.8648,1.8644,1.8528,1.8524,1.8597,1.8592,2005-01-18T06:00:00.000000Z,8091
72,1.8727,1.872,True,1.8742,1.8737,1.8634,1.863,1.8641,1.8637,2005-01-18T10:00:00.000000Z,9608
73,1.8684,1.868,True,1.8726,1.8719,1.8639,1.8635,1.8726,1.8719,2005-01-18T14:00:00.000000Z,9149
74,1.8665,1.8661,True,1.8703,1.8699,1.866,1.8656,1.8684,1.868,2005-01-18T18:00:00.000000Z,3504
75,1.867,1.8666,True,1.8675,1.8671,1.8629,1.8625,1.8665,1.8661,2005-01-18T22:00:00.000000Z,2540
76,1.8672,1.8667,True,1.8685,1.8681,1.8665,1.8661,1.8669,1.8665,2005-01-19T02:00:00.000000Z,2441
77,1.8762,1.8758,True,1.878,1.8773,1.8634,1.8629,1.8671,1.8666,2005-01-19T06:00:00.000000Z,9411
78,1.8797,1.8793,True,1.8829,1.8825,1.8761,1.8757,1.8762,1.8758,2005-01-19T10:00:00.000000Z,10573
79,1.8715,1.8711,True,1.8806,1.8802,1.8714,1.871,1.8797,1.8793,2005-01-19T14:00:00.000000Z,10605
80,1.8713,1.8709,True,1.872,1.8716,1.866,1.8656,1.8713,1.8709,2005-01-19T18:00:00.000000Z,5966
81,1.8715,1.8711,True,1.8721,1.8717,1.8693,1.8689,1.8712,1.8708,2005-01-19T22:00:00.000000Z,1229
82,1.8726,1.8721,True,1.8743,1.8738,1.8715,1.8711,1.8715,1.8711,2005-01-20T02:00:00.000000Z,916
83,1.8668,1.8664,True,1.8756,1.8751,1.8649,1.8645,1.8726,1.8721,2005-01-20T06:00:00.000000Z,8571
84,1.8674,1.867,True,1.8708,1.8701,1.8638,1.8634,1.8667,1.8663,2005-01-20T10:00:00.000000Z,10981
85,1.8709,1.8705,True,1.8753,1.8749,1.8666,1.8662,1.8673,1.8669,2005-01-20T14:00:00.000000Z,10497
86,1.8722,1.8718,True,1.874,1.8736,1.8707,1.8703,1.8708,1.8704,2005-01-20T18:00:00.000000Z,4671
87,1.868,1.8676,True,1.8729,1.8725,1.8673,1.8669,1.8721,1.8717,2005-01-20T22:00:00.000000Z,1394
88,1.8721,1.8717,True,1.8721,1.8717,1.8677,1.8673,1.8679,1.8675,2005-01-21T02:00:00.000000Z,1087
89,1.8626,1.8622,True,1.8738,1.8734,1.8617,1.8613,1.8721,1.8717,2005-01-21T06:00:00.000000Z,8374
90,1.8689,1.8685,True,1.8693,1.8689,1.8626,1.8622,1.8626,1.8622,2005-01-21T10:00:00.000000Z,9878
91,1.8796,1.8792,True,1.8798,1.8794,1.867,1.8666,1.8688,1.8684,2005-01-21T14:00:00.000000Z,9880
92,1.8777,1.8767,True,1.881,1.8806,1.877,1.876,1.8794,1.879,2005-01-21T18:00:00.000000Z,3456
93,1.8775,1.8765,True,1.8776,1.8766,1.8774,1.8764,1.8776,1.8766,2005-01-21T22:00:00.000000Z,8
94,1.8791,1.8781,True,1.8793,1.8783,1.8785,1.8775,1.8788,1.8778,2005-01-23T18:00:00.000000Z,49
95,1.8757,1.8752,True,1.8797,1.8787,1.8755,1.875,1.8791,1.8781,2005-01-23T22:00:00.000000Z,796
96,1.8765,1.876,True,1.8775,1.877,1.8745,1.874,1.8757,1.8752,2005-01-24T02:00:00.000000Z,878
97,1.8823,1.8819,True,1.884,1.8836,1.8764,1.8759,1.8765,1.876,2005-01-24T06:00:00.000000Z,7533
98,1.8803,1.8799,True,1.8834,1.883,1.8775,1.8771,1.8823,1.8819,2005-01-24T10:00:00.000000Z,8537
99,1.8777,1.8773,True,1.8832,1.8828,1.8754,1.875,1.8803,1.8799,2005-01-24T14:00:00.000000Z,8927
100,1.8811,1.8807,True,1.8821,1.8817,1.8775,1.8771,1.8777,1.8773,2005-01-24T18:00:00.000000Z,3993
101,1.8776,1.8772,True,1.8813,1.8809,1.8768,1.8764,1.8811,1.8807,2005-01-24T22:00:00.000000Z,1357
102,1.8799,1.8795,True,1.8814,1.881,1.8774,1.877,1.8776,1.8772,2005-01-25T02:00:00.000000Z,1550
103,1.8789,1.8785,True,1.8811,1.8807,1.8757,1.8753,1.8798,1.8794,2005-01-25T06:00:00.000000Z,7118
104,1.8728,1.8724,True,1.88,1.8796,1.8701,1.8697,1.8789,1.8785,2005-01-25T10:00:00.000000Z,9362
105,1.8641,1.8637,True,1.8738,1.8734,1.8632,1.8628,1.8728,1.8724,2005-01-25T14:00:00.000000Z,10152
106,1.8644,1.864,True,1.8655,1.8651,1.8628,1.8624,1.8641,1.8637,2005-01-25T18:00:00.000000Z,3656
107,1.8675,1.8671,True,1.8676,1.8672,1.8637,1.8633,1.8644,1.864,2005-01-25T22:00:00.000000Z,899
108,1.8691,1.8687,True,1.8704,1.87,1.8669,1.8665,1.8675,1.8671,2005-01-26T02:00:00.000000Z,1365
109,1.8766,1.8762,True,1.8771,1.8767,1.8674,1.867,1.8692,1.8688,2005-01-26T06:00:00.000000Z,7515
110,1.8811,1.8807,True,1.8824,1.882,1.8756,1.8752,1.8766,1.8762,2005-01-26T10:00:00.000000Z,9086
111,1.8842,1.8838,True,1.8856,1.8852,1.8792,1.8788,1.8811,1.8807,2005-01-26T14:00:00.000000Z,10264
112,1.8826,1.8822,True,1.8857,1.8853,1.8809,1.8805,1.8841,1.8837,2005-01-26T18:00:00.000000Z,4489
113,1.882,1.8816,True,1.8837,1.8833,1.8804,1.88,1.8826,1.8822,2005-01-26T22:00:00.000000Z,2243
114,1.8831,1.8827,True,1.8849,1.8845,1.8816,1.8812,1.8821,1.8817,2005-01-27T02:00:00.000000Z,2851
115,1.885,1.8846,True,1.8873,1.8869,1.8806,1.8802,1.8831,1.8827,2005-01-27T06:00:00.000000Z,9496
116,1.8828,1.8824,True,1.8854,1.885,1.8796,1.8792,1.885,1.8846,2005-01-27T10:00:00.000000Z,9981
117,1.8869,1.8865,True,1.8882,1.8878,1.8819,1.8815,1.8828,1.8824,2005-01-27T14:00:00.000000Z,10300
118,1.89,1.8895,True,1.8905,1.8901,1.8867,1.8863,1.8869,1.8865,2005-01-27T18:00:00.000000Z,4755
119,1.8872,1.8867,True,1.8931,1.8926,1.8869,1.8864,1.8899,1.8894,2005-01-27T22:00:00.000000Z,3827
120,1.8864,1.8859,True,1.8884,1.8879,1.8846,1.8841,1.8871,1.8866,2005-01-28T02:00:00.000000Z,2907
121,1.8858,1.8854,True,1.8904,1.89,1.8847,1.8843,1.8864,1.8859,2005-01-28T06:00:00.000000Z,8445
122,1.8886,1.8882,True,1.8892,1.8888,1.8813,1.8809,1.8858,1.8854,2005-01-28T10:00:00.000000Z,9138
123,1.8861,1.8857,True,1.8886,1.8882,1.8787,1.8783,1.8885,1.8881,2005-01-28T14:00:00.000000Z,9262
124,1.8885,1.8875,True,1.8891,1.8881,1.8853,1.8849,1.8857,1.8853,2005-01-28T18:00:00.000000Z,2739
125,1.8885,1.8875,True,1.8885,1.8875,1.8884,1.8874,1.8884,1.8874,2005-01-28T22:00:00.000000Z,4
126,1.8877,1.8867,True,1.8884,1.8874,1.8874,1.8864,1.8878,1.8868,2005-01-30T18:00:00.000000Z,186
127,1.8848,1.8844,True,1.8882,1.8872,1.8842,1.8838,1.8878,1.8868,2005-01-30T22:00:00.000000Z,1152
128,1.8858,1.8854,True,1.8865,1.8861,1.8838,1.8834,1.8847,1.8843,2005-01-31T02:00:00.000000Z,715
129,1.8818,1.8814,True,1.8864,1.886,1.8809,1.8805,1.8858,1.8854,2005-01-31T06:00:00.000000Z,6382
130,1.8864,1.886,True,1.8881,1.8877,1.8791,1.8787,1.8817,1.8813,2005-01-31T10:00:00.000000Z,9513
131,1.8829,1.8825,True,1.8886,1.8882,1.8803,1.8799,1.8864,1.886,2005-01-31T14:00:00.000000Z,9739
132,1.8831,1.8827,True,1.8839,1.8835,1.8808,1.8804,1.8828,1.8824,2005-01-31T18:00:00.000000Z,4274
133,1.8858,1.8854,True,1.8862,1.8858,1.8827,1.8823,1.8831,1.8827,2005-01-31T22:00:00.000000Z,1191
134,1.8861,1.8857,True,1.8869,1.8865,1.8849,1.8845,1.8859,1.8855,2005-02-01T02:00:00.000000Z,895
135,1.8811,1.8807,True,1.8863,1.8859,1.8795,1.8791,1.8861,1.8857,2005-02-01T06:00:00.000000Z,7444
136,1.8808,1.8804,True,1.8834,1.883,1.8782,1.8778,1.8811,1.8807,2005-02-01T10:00:00.000000Z,8002
137,1.8825,1.8821,True,1.8826,1.8822,1.8779,1.8775,1.8808,1.8804,2005-02-01T14:00:00.000000Z,9073
138,1.8842,1.8838,True,1.8848,1.8844,1.882,1.8816,1.8824,1.882,2005-02-01T18:00:00.000000Z,4017
139,1.8853,1.8849,True,1.8854,1.885,1.8828,1.8824,1.8842,1.8838,2005-02-01T22:00:00.000000Z,1152
140,1.885,1.8846,True,1.8867,1.8863,1.8834,1.883,1.8852,1.8848,2005-02-02T02:00:00.000000Z,1600
141,1.885,1.8846,True,1.8867,1.8863,1.8834,1.883,1.8849,1.8845,2005-02-02T06:00:00.000000Z,6676
142,1.8878,1.8874,True,1.889,1.8886,1.8846,1.8842,1.885,1.8846,2005-02-02T10:00:00.000000Z,7509
143,1.8837,1.8833,True,1.8886,1.8882,1.8826,1.8822,1.8878,1.8874,2005-02-02T14:00:00.000000Z,8918
144,1.8862,1.8858,True,1.8876,1.8872,1.8835,1.8831,1.8837,1.8833,2005-02-02T18:00:00.000000Z,4713
145,1.8836,1.8832,True,1.8871,1.8867,1.8834,1.883,1.8863,1.8859,2005-02-02T22:00:00.000000Z,2492
146,1.8837,1.8833,True,1.8852,1.8848,1.8825,1.8821,1.8836,1.8832,2005-02-03T02:00:00.000000Z,2748
147,1.8855,1.8851,True,1.8869,1.8865,1.8826,1.8822,1.8837,1.8833,2005-02-03T06:00:00.000000Z,7019
148,1.8805,1.8801,True,1.8917,1.8913,1.8793,1.8789,1.8855,1.8851,2005-02-03T10:00:00.000000Z,9769
149,1.8802,1.8798,True,1.882,1.8816,1.8771,1.8767,1.8803,1.8799,2005-02-03T14:00:00.000000Z,9282
150,1.8822,1.8818,True,1.8839,1.8835,1.8802,1.8798,1.8802,1.8798,2005-02-03T18:00:00.000000Z,3688
151,1.8819,1.8814,True,1.8828,1.8824,1.8811,1.8806,1.8823,1.8819,2005-02-03T22:00:00.000000Z,948
152,1.8822,1.8817,True,1.8823,1.8818,1.8809,1.8804,1.882,1.8815,2005-02-04T02:00:00.000000Z,623
153,1.8818,1.8814,True,1.8824,1.882,1.8803,1.8799,1.882,1.8815,2005-02-04T06:00:00.000000Z,5640
154,1.8846,1.884,True,1.8922,1.8918,1.8802,1.8798,1.8818,1.8814,2005-02-04T10:00:00.000000Z,8913
155,1.8794,1.879,True,1.8874,1.887,1.8794,1.879,1.8844,1.884,2005-02-04T14:00:00.000000Z,10713
156,1.8764,1.8754,True,1.8795,1.8791,1.8734,1.873,1.8793,1.8789,2005-02-04T18:00:00.000000Z,4420
157,1.8764,1.8754,True,1.8765,1.8755,1.8763,1.8753,1.8763,1.8753,2005-02-04T22:00:00.000000Z,95
158,1.8735,1.8725,True,1.8735,1.8725,1.8735,1.8725,1.8735,1.8725,2005-02-05T14:00:00.000000Z,1
159,1.8744,1.8734,True,1.8765,1.8755,1.8739,1.8729,1.8765,1.8755,2005-02-06T18:00:00.000000Z,117
160,1.8737,1.8733,True,1.875,1.8746,1.8714,1.8704,1.8744,1.8734,2005-02-06T22:00:00.000000Z,1441
161,1.8737,1.8733,True,1.8742,1.8738,1.8723,1.8719,1.8737,1.8733,2005-02-07T02:00:00.000000Z,1423
162,1.8694,1.869,True,1.8756,1.8752,1.8683,1.8679,1.8737,1.8733,2005-02-07T06:00:00.000000Z,7055
163,1.8698,1.8694,True,1.8732,1.8728,1.8679,1.8675,1.8694,1.869,2005-02-07T10:00:00.000000Z,8191
164,1.8576,1.8572,True,1.8698,1.8694,1.8552,1.8548,1.8698,1.8694,2005-02-07T14:00:00.000000Z,10189
165,1.8577,1.8573,True,1.8597,1.8593,1.857,1.8566,1.8575,1.8571,2005-02-07T18:00:00.000000Z,4278
166,1.8578,1.8574,True,1.8601,1.8597,1.8559,1.8555,1.8577,1.8573,2005-02-07T22:00:00.000000Z,976
167,1.8569,1.8565,True,1.8579,1.8575,1.8561,1.8557,1.8576,1.8572,2005-02-08T02:00:00.000000Z,1219
168,1.857,1.8566,True,1.8581,1.8577,1.8543,1.8539,1.8568,1.8564,2005-02-08T06:00:00.000000Z,7006
169,1.8554,1.855,True,1.8582,1.8578,1.8514,1.851,1.857,1.8566,2005-02-08T10:00:00.000000Z,9318
170,1.8558,1.8554,True,1.859,1.8586,1.8539,1.8535,1.8554,1.855,2005-02-08T14:00:00.000000Z,9610
171,1.855,1.8546,True,1.8561,1.8557,1.8545,1.8541,1.8558,1.8554,2005-02-08T18:00:00.000000Z,3435
172,1.8529,1.8525,True,1.8551,1.8547,1.8529,1.8525,1.855,1.8546,2005-02-08T22:00:00.000000Z,725
173,1.859,1.8586,True,1.8598,1.8594,1.8527,1.8523,1.853,1.8526,2005-02-09T02:00:00.000000Z,961
174,1.8633,1.8629,True,1.8638,1.8631,1.8554,1.855,1.859,1.8586,2005-02-09T06:00:00.000000Z,7548
175,1.8581,1.8577,True,1.8647,1.8643,1.8574,1.857,1.8633,1.8629,2005-02-09T10:00:00.000000Z,9382
176,1.8575,1.8571,True,1.8599,1.8595,1.855,1.8546,1.8581,1.8577,2005-02-09T14:00:00.000000Z,9945
177,1.8584,1.858,True,1.8601,1.8597,1.8574,1.857,1.8575,1.8571,2005-02-09T18:00:00.000000Z,3734
178,1.8598,1.8594,True,1.863,1.8626,1.858,1.8576,1.8584,1.858,2005-02-09T22:00:00.000000Z,874
179,1.8623,1.8619,True,1.8623,1.8619,1.8596,1.8592,1.8599,1.8595,2005-02-10T02:00:00.000000Z,513
180,1.8607,1.8603,True,1.863,1.8626,1.8589,1.8585,1.8622,1.8618,2005-02-10T06:00:00.000000Z,6469
181,1.8564,1.856,True,1.8616,1.8612,1.8512,1.8508,1.8607,1.8603,2005-02-10T10:00:00.000000Z,8741
182,1.873,1.8726,True,1.8734,1.873,1.8561,1.8557,1.8565,1.8561,2005-02-10T14:00:00.000000Z,10122
183,1.8688,1.8684,True,1.8733,1.8729,1.8683,1.8679,1.8733,1.8729,2005-02-10T18:00:00.000000Z,3611
184,1.8688,1.8684,True,1.8705,1.8701,1.8677,1.8673,1.8688,1.8684,2005-02-10T22:00:00.000000Z,506
185,1.8679,1.8675,True,1.8689,1.8685,1.8675,1.8671,1.8688,1.8684,2005-02-11T02:00:00.000000Z,276
186,1.8694,1.869,True,1.8711,1.8707,1.8677,1.8673,1.868,1.8676,2005-02-11T06:00:00.000000Z,5434
187,1.867,1.8666,True,1.8693,1.8689,1.8628,1.8624,1.8693,1.8689,2005-02-11T10:00:00.000000Z,8045
188,1.8671,1.8667,True,1.8688,1.8684,1.8638,1.8634,1.8669,1.8665,2005-02-11T14:00:00.000000Z,8837
189,1.8691,1.8681,True,1.8692,1.8682,1.8656,1.8652,1.867,1.8666,2005-02-11T18:00:00.000000Z,2665
190,1.8691,1.8681,True,1.8691,1.8681,1.8691,1.8681,1.8691,1.8681,2005-02-11T22:00:00.000000Z,1
191,1.8697,1.8687,True,1.8701,1.8691,1.8683,1.8673,1.8688,1.8678,2005-02-13T18:00:00.000000Z,74
192,1.8776,1.8772,True,1.8796,1.8792,1.8683,1.8673,1.87,1.869,2005-02-13T22:00:00.000000Z,1656
193,1.8767,1.8763,True,1.8787,1.8783,1.8761,1.8757,1.8775,1.8771,2005-02-14T02:00:00.000000Z,1041
194,1.8859,1.8855,True,1.8866,1.8862,1.8755,1.8751,1.8768,1.8764,2005-02-14T06:00:00.000000Z,7197
195,1.8889,1.8885,True,1.8909,1.8905,1.8844,1.884,1.8861,1.8857,2005-02-14T10:00:00.000000Z,8565
196,1.8907,1.8903,True,1.892,1.8916,1.8859,1.8855,1.8888,1.8884,2005-02-14T14:00:00.000000Z,9131
197,1.888,1.8876,True,1.8907,1.8903,1.8874,1.887,1.8906,1.8902,2005-02-14T18:00:00.000000Z,3183
198,1.8863,1.8859,True,1.8887,1.8883,1.8863,1.8859,1.8879,1.8875,2005-02-14T22:00:00.000000Z,1029
199,1.8871,1.8867,True,1.8875,1.8871,1.885,1.8846,1.8864,1.886,2005-02-15T02:00:00.000000Z,1044
200,1.8882,1.8878,True,1.8902,1.8895,1.8849,1.8845,1.8872,1.8868,2005-02-15T06:00:00.000000Z,7680
201,1.8938,1.8931,True,1.8967,1.896,1.8854,1.885,1.8882,1.8878,2005-02-15T10:00:00.000000Z,8432
202,1.8947,1.8943,True,1.8948,1.8944,1.8835,1.8831,1.8938,1.8931,2005-02-15T14:00:00.000000Z,10207
203,1.8973,1.8969,True,1.8978,1.8974,1.8926,1.8922,1.8947,1.8943,2005-02-15T18:00:00.000000Z,5140
204,1.8934,1.893,True,1.8973,1.8969,1.8932,1.8928,1.8973,1.8969,2005-02-15T22:00:00.000000Z,1199
205,1.8931,1.8927,True,1.8955,1.8951,1.8928,1.8924,1.8932,1.8928,2005-02-16T02:00:00.000000Z,1241
206,1.8924,1.892,True,1.8956,1.8952,1.8893,1.8889,1.893,1.8926,2005-02-16T06:00:00.000000Z,6919
207,1.8853,1.8849,True,1.893,1.8923,1.8812,1.8808,1.8925,1.8921,2005-02-16T10:00:00.000000Z,9900
208,1.8813,1.8809,True,1.8857,1.8853,1.8757,1.8753,1.8853,1.8849,2005-02-16T14:00:00.000000Z,10295
209,1.8855,1.8851,True,1.8879,1.8875,1.8806,1.8802,1.8813,1.8809,2005-02-16T18:00:00.000000Z,5023
210,1.8853,1.8848,True,1.886,1.8855,1.8838,1.8833,1.8855,1.8851,2005-02-16T22:00:00.000000Z,817
211,1.886,1.8856,True,1.8862,1.8858,1.8849,1.8844,1.8852,1.8847,2005-02-17T02:00:00.000000Z,645
212,1.8915,1.8911,True,1.8929,1.8925,1.8847,1.8843,1.886,1.8856,2005-02-17T06:00:00.000000Z,7599
213,1.8866,1.8862,True,1.8929,1.8925,1.8856,1.8852,1.8915,1.8911,2005-02-17T10:00:00.000000Z,9422
214,1.8945,1.8941,True,1.896,1.8956,1.8846,1.8842,1.8866,1.8862,2005-02-17T14:00:00.000000Z,10366
215,1.8955,1.8951,True,1.896,1.8956,1.8936,1.8932,1.8945,1.8941,2005-02-17T18:00:00.000000Z,4086
216,1.8927,1.8922,True,1.8959,1.8955,1.8922,1.8917,1.8954,1.895,2005-02-17T22:00:00.000000Z,1090
